experiment,x_variable,x_label,y_variable,y_label,observed_x,observed_y,plot_x,plot_y,spearman_rho,q_value
4,aq_score,AQ,4_nf_daily,Daily familiarity,22,2.125,22.001883744092328,2.1140536158493051,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,31,-0.625,31.159115990020776,-0.63244606707422646,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,16,1.875,15.869266584082778,1.8893971600877295,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,25,-0.875,24.879020021854227,-0.89122040710392458,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,26,-0.25,25.991891452949137,-0.22403466087327401,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,16,-0.375,16.028639120258152,-0.3686652639870745,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,19,0.375,19.022212091882121,0.39980248538762653,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,11,1.125,10.948039120243518,1.109407780750749,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,13,0.25,13.09685150490925,0.23312961041697419,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,13,0.125,12.955519899401841,0.148510256490026,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,20,1.375,19.929422892141609,1.3555304972075797,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,22,0.875,22.07199111865021,0.88187661811682516,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,23,0.25,22.884306956314138,0.24684399343459179,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,25,1.5,25.051193604289494,1.4887280739343884,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,15,0.5,15.021819534730946,0.50165345956129492,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,17,1.625,16.926203336867328,1.6065241208507368,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,29,0.5,29.004777137512619,0.49885023737953238,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,32,1.875,32.000748982038409,1.9006447714553103,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,16,0.625,15.893700102211016,0.62349557526069999,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,18,1.5,17.834597479908183,1.479316483287308,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,22,1.125,21.859344974206849,1.1451287521785751,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,11,0.375,10.885853639965552,0.39149138346884288,0.2344950776831648,5.6196470670873507e-05
