experiment,mode,questionnaire_variable,questionnaire_label,observed_face_fni,observed_questionnaire_value,plot_face_fni,plot_questionnaire_value
5,online,aq_score,AQ,1.1260294117647061,18,1.1287435878265533,18.008516866811718
5,online,aq_score,AQ,-0.078529411764705903,31,-0.074101847853504696,31.081239426928043
5,online,aq_score,AQ,-0.072794117647058801,31,-0.070473258805103994,30.973688774902836
5,online,aq_score,AQ,-0.1954411764705882,30,-0.18433242663741281,30.108888336260712
5,online,aq_score,AQ,0.0029411764705882001,21,0.0027794490120769001,21.071443166884169
5,online,aq_score,AQ,0.055882352941176397,26,0.0590899433853889,25.975493094070298
5,online,aq_score,AQ,0.029264705882352901,21,0.0241977123656998,21.070156631053816
5,online,aq_score,AQ,0.89985294117647052,21,0.89551897665335989,21.063517053171505
5,online,aq_score,AQ,0.045735294117646999,23,0.055946394247934503,22.90972569938009
5,online,aq_score,AQ,-0.10073529411764701,34,-0.10599914402022929,33.881334555428481
5,online,aq_score,AQ,0.24323529411764699,40,0.24597200636804481,40.025116198524536
5,online,aq_score,AQ,-0.60338235294117648,25,-0.59985699141369975,25.101980193737408
5,online,aq_score,AQ,0.25249999999999989,12,0.26135035870137119,12.038945644782151
5,online,aq_score,AQ,0.4677941176470588,26,0.45892030202437961,25.9371827240602
5,online,aq_score,AQ,1.4035294117647059,23,1.4014065836599918,23.042856510513339
5,online,aq_score,AQ,0.084852941176470506,22,0.089014382028057198,21.886117856139776
5,online,aq_score,AQ,0.097647058823529406,20,0.099264132649694095,20.088206287529456
5,online,aq_score,AQ,-0.0023529411764705,23,-0.0086706984663335006,23.006419349300945
5,online,aq_score,AQ,-0.22691176470588231,22,-0.2329868233392221,21.904482051325729
5,online,aq_score,AQ,0.23205882352941179,21,0.22627674426711061,21.006912606052115
5,online,aq_score,AQ,0.2310294117647059,12,0.22260728247290751,11.953048793942507
5,online,aq_score,AQ,0.61764705882352944,30,0.62360975086327486,30.080241890413038
5,online,aq_score,AQ,-1.411764705882353,30,-1.4050732716562075,30.013591869167438
5,online,aq_score,AQ,0.057500000000000002,14,0.055151548818426502,14.048206395689055
5,online,aq_score,AQ,0.0327941176470588,14,0.028621866983385501,14.033651431577862
5,online,aq_score,AQ,-0.113235294117647,22,-0.1124843324387774,21.948251042844351
5,online,aq_score,AQ,0.50264705882352945,21,0.50094224908111296,21.076072624654749
5,online,aq_score,AQ,0.26867647058823529,20,0.26199909374760888,20.019530529610915
5,online,aq_score,AQ,0.3014705882352941,13,0.29156064521885938,13.051101914032126
5,online,aq_score,AQ,1.0433823529411763,24,1.0443165292753092,24.036895523167015
5,online,aq_score,AQ,-0.36117647058823532,21,-0.3532418294875263,20.964899950661156
5,online,aq_score,AQ,-0.213235294117647,25,-0.22271494912543491,25.022113730147971
5,online,aq_score,AQ,1.1677941176470588,18,1.1595466631845861,18.024323364830359
5,online,aq_score,AQ,0.018235294117646999,27,0.0151773020923165,27.020834585352485
5,online,aq_score,AQ,0.31191176470588239,30,0.30148429306060831,29.913402007673387
5,online,aq_score,AQ,0.86455882352941171,17,0.85581469159025358,17.11873169658589
3,lab,maemuki_score,Maemuki,0.56176470588235294,1.0466051492367283,0.55645017318817969,1.0491095536018791
3,lab,maemuki_score,Maemuki,-0.49558823529411761,-0.1066495152021467,-0.49424034788347387,-0.11643053995049051
3,lab,maemuki_score,Maemuki,0.18235294117647061,0.30279866332497912,0.1794615248755021,0.2973601660268429
3,lab,maemuki_score,Maemuki,-0.1176470588235294,0.88583833320675409,-0.1145741032028588,0.89527148075303953
3,lab,maemuki_score,Maemuki,-0.16029411764705881,1.4645170375433532,-0.15281882442983441,1.4748380804835313
3,lab,maemuki_score,Maemuki,-0.83823529411764708,0.94085402901192383,-0.83564898676414523,0.93942053991684904
3,lab,maemuki_score,Maemuki,-0.030882352941176399,-0.821386167438799,-0.030051297808737401,-0.81467992534896461
3,lab,maemuki_score,Maemuki,0.055882352941176397,0.50588181311865521,0.054995547384619203,0.50923516261168811
3,lab,maemuki_score,Maemuki,-0.57352941176470584,0.70664983164983175,-0.58298115148843965,0.70619432640259017
3,lab,maemuki_score,Maemuki,-0.188235294117647,0.14560644034328241,-0.1950717687902952,0.1404365186119767
3,lab,maemuki_score,Maemuki,-0.29264705882352943,0.64112933849775955,-0.30126466495928622,0.64505061503619954
3,lab,maemuki_score,Maemuki,1.1000000000000001,1.513580352396142,1.09736163046173,1.5174667499178172
3,lab,maemuki_score,Maemuki,-0.077941176470588194,0.34591402749297478,-0.086456979020389596,0.34408642143161128
3,lab,maemuki_score,Maemuki,0.69411764705882362,0.98233557378294223,0.69382006615186731,0.98008927746629404
3,lab,maemuki_score,Maemuki,0.024999999999999901,0.3558425736057314,0.0276360903259277,0.35911960319168468
