analysis_record_id,experiment,mode,in_primary,face_fni,geometry_fni,scenery_fni,aq_score,daily_familiarity,maemuki_score,flow_original,flow_common12,negative_capability,novelty_benefit,familiarity_benefit,daily_food,daily_places,daily_movies,daily_restaurant,daily_clothes,daily_games,daily_books,daily_snacks
A136,4,online,True,0.0813235294117647,0.8694117647058823,0.0854411764705882,29,1.0,0.7934121920964026,0.461538461538,0.416666666667,1.0,1.0,1.0,1,1,1,1,0,1,2,1
A137,4,online,True,0.8973529411764707,-0.5294117647058824,-1.2341176470588235,12,-3.0,1.4707399812662971,2.23076923077,2.16666666667,2.111111111111111,3.0,2.0,-3,-3,-3,-3,-3,-3,-3,-3
A138,4,online,True,0.4616176470588235,-0.0194117647058823,0.1488235294117646,32,0.625,0.1798922812080706,-0.307692307692,-0.333333333333,-3.0,-0.5,0.0,2,1,-2,1,3,0,-2,2
A139,4,online,True,0.5879411764705882,0.9486764705882352,0.0777941176470588,19,-0.25,1.2856547935495304,0.692307692308,0.583333333333,2.0,2.0,2.0,-1,-1,0,-1,-1,-1,1,2
A140,4,online,True,0.4813235294117647,-0.110735294117647,-1.010441176470588,20,1.125,1.493968823574087,1.0,0.916666666667,2.2222222222222223,0.5,2.0,2,2,-1,1,1,2,3,-1
A141,4,online,True,0.3069117647058824,0.9336764705882352,0.8692647058823529,15,0.0,1.4896594390015443,1.53846153846,1.5,2.111111111111111,1.5,1.5,2,1,-2,0,2,-1,-1,-1
A142,4,online,True,0.9095588235294118,0.5647058823529412,0.2980882352941176,26,0.25,-0.2651765145186198,0.0769230769231,-0.0833333333333,0.6666666666666666,0.0,-0.5,-1,2,1,-2,1,2,-2,1
A143,4,online,True,-0.0586764705882352,0.53,-0.0325,33,3.0,0.2229617604617604,0.538461538462,0.5,2.0,3.0,3.0,3,3,3,3,3,3,3,3
A144,4,online,True,-0.0001470588235294,0.5429411764705883,-0.2748529411764706,23,1.875,0.4483259917470444,0.230769230769,0.25,0.7777777777777778,0.0,0.5,3,3,0,2,3,2,2,0
A145,4,online,True,0.6172058823529412,0.3336764705882352,0.8564705882352941,32,0.0,-1.0844041922989291,-0.615384615385,-0.666666666667,0.7777777777777778,-2.0,-2.5,3,3,-2,2,-1,0,-3,-2
A146,4,online,True,0.0901470588235294,0.7391176470588235,0.4058823529411764,23,-0.125,0.9681577681577682,1.23076923077,1.16666666667,1.7777777777777777,0.0,2.0,1,2,-2,1,-1,1,-2,-1
A147,4,online,True,1.4926470588235294,0.6544117647058824,-0.0844117647058823,22,2.25,0.7970393154603681,0.923076923077,0.833333333333,1.6666666666666667,1.0,2.0,3,3,1,3,1,2,2,3
A148,4,online,True,0.2316176470588235,0.2147058823529411,-0.2979411764705882,13,0.5,1.9722601959444064,2.92307692308,2.91666666667,2.6666666666666665,1.0,-1.0,2,0,-1,0,2,1,-1,1
A149,4,online,True,0.37,0.4851470588235294,-0.2513235294117647,28,-0.375,1.1094374193058405,0.307692307692,0.25,1.7777777777777777,0.0,-1.0,3,-2,-2,-2,-2,2,-2,2
A150,4,online,True,0.6692647058823529,1.6805882352941175,0.7436764705882353,21,0.625,1.4033916862864233,1.84615384615,1.83333333333,1.4444444444444444,1.5,0.0,2,2,-2,1,1,1,0,0
A151,4,online,True,0.5008823529411766,0.6375000000000001,-0.1552941176470588,19,1.875,0.7532486519328625,0.615384615385,0.5,1.7777777777777777,1.5,2.0,2,2,1,2,1,2,2,3
A152,4,online,True,0.6273529411764706,0.1042647058823529,0.3611764705882353,18,-1.75,1.8590953393584977,1.76923076923,1.75,2.4444444444444446,2.5,2.5,-1,-3,-2,-2,-3,-2,-2,1
A153,4,online,True,1.9252941176470584,0.5323529411764706,0.6222058823529412,25,-0.875,0.6443893825472773,0.384615384615,0.166666666667,0.8888888888888888,2.5,1.5,-2,-2,-2,-2,-2,0,0,3
A154,4,online,True,-0.4642647058823529,1.4347058823529413,-0.8105882352941176,21,-0.875,1.2073618389407863,1.76923076923,1.75,1.8888888888888888,2.0,2.0,3,-3,-2,-2,-2,3,-2,-2
A155,4,online,True,1.1673529411764705,1.745735294117647,-0.2086764705882353,17,-2.125,1.2563352826510723,1.23076923077,1.16666666667,1.8888888888888888,2.0,2.0,-2,-2,-2,-2,-3,-2,-2,-2
A156,4,online,True,0.6911764705882353,1.0145588235294116,0.0589705882352941,19,2.125,1.2591291992607785,1.61538461538,1.66666666667,1.8888888888888888,0.5,1.0,2,3,2,3,3,2,2,0
A157,4,online,True,0.7635294117647059,0.1747058823529411,-0.6929411764705882,18,-0.375,1.6070042530568849,1.38461538462,1.33333333333,1.8888888888888888,0.5,2.0,1,-1,-1,-2,0,1,0,-1
A158,4,online,True,2.638529411764706,2.4205882352941175,0.7280882352941176,20,-2.0,1.2706295410242778,1.15384615385,1.08333333333,2.0,1.5,1.0,-2,-2,-2,-2,-2,-2,-2,-2
A159,4,online,True,0.1119117647058823,0.3335294117647058,0.6330882352941176,20,0.625,0.7823466494519127,1.30769230769,1.25,1.6666666666666667,2.0,2.0,1,2,-2,2,2,3,-2,-1
A160,4,online,True,0.5858823529411764,0.6055882352941176,0.1997058823529412,33,-0.125,-0.0923062074377863,0.923076923077,1.0,2.4444444444444446,-1.0,0.5,2,-1,-2,3,0,2,-3,-2
A161,4,online,True,-0.4536764705882352,0.0691176470588235,0.5195588235294117,24,1.125,0.4427637907901066,0.230769230769,0.166666666667,1.6666666666666667,0.5,0.5,3,2,2,-1,3,1,-1,0
A162,4,online,True,0.3555882352941176,1.1151470588235295,-0.1392647058823529,13,1.0,1.0052160071896914,1.76923076923,1.75,1.3333333333333333,1.0,1.0,2,1,1,0,2,2,-2,2
A163,4,online,True,0.8636764705882353,0.5991176470588235,0.4320588235294118,11,0.25,0.954975823396876,1.53846153846,1.5,1.4444444444444444,1.5,1.0,1,-1,-1,1,2,2,-2,0
A164,4,online,True,2.2173529411764705,1.371764705882353,1.2026470588235294,22,0.375,0.8411733247259563,1.46153846154,1.41666666667,2.0,2.0,1.0,1,-2,-3,1,2,2,-1,3
A165,4,online,True,-0.470735294117647,0.8335294117647059,0.2883823529411765,26,1.125,-0.2309362421204526,0.230769230769,0.166666666667,2.5555555555555554,0.5,1.0,2,2,2,2,2,1,-1,-1
A166,4,online,True,0.9072058823529412,0.0944117647058823,-0.6167647058823529,22,-0.125,0.7867158426368952,0.0769230769231,0.0,1.7777777777777777,1.0,1.0,-1,-1,-2,-3,2,3,0,1
A167,4,online,True,-0.0105882352941176,0.2029411764705882,-0.9163235294117648,21,0.125,0.1323928508139034,0.923076923077,0.833333333333,1.3333333333333333,1.0,1.0,2,2,-1,-1,2,-1,-1,-1
A168,4,online,True,0.2579411764705882,-1.0613235294117649,-0.3545588235294117,15,-0.5,1.2854598617756512,1.61538461538,1.58333333333,1.7777777777777777,1.0,1.0,1,-1,-1,-1,-1,0,0,-1
A169,4,online,True,1.4558823529411764,2.2861764705882353,0.8445588235294118,26,1.0,-0.008068783068783,0.461538461538,0.416666666667,-0.2222222222222222,1.5,1.5,2,2,-2,3,2,2,-3,2
A170,4,online,True,0.5172058823529412,0.1877941176470588,-0.5879411764705883,17,0.25,0.712321523505734,0.538461538462,0.666666666667,0.5555555555555556,0.0,0.0,1,1,2,-1,1,-2,-2,2
A171,4,online,True,0.7279411764705882,0.9558823529411764,0.1836764705882353,9,1.125,0.5117234373813322,0.538461538462,0.583333333333,1.5555555555555556,1.5,1.5,1,-1,-1,2,2,2,2,2
A172,4,online,True,0.6322058823529412,0.018235294117647,0.7867647058823529,19,0.25,-0.1411935773777879,0.153846153846,0.0833333333333,1.1111111111111112,1.0,-1.5,-1,0,2,-2,1,2,2,-2
A173,5,online,True,0.4627941176470588,0.1864705882352941,-0.9033823529411764,26,1.75,0.6255284676337308,0.846153846154,1.08333333333,1.6666666666666667,-2.0,-0.5,2,3,1,3,2,3,-1,1
A174,5,online,True,0.1676470588235294,0.2614705882352941,-0.7011764705882353,11,0.875,0.448997177286651,0.538461538462,0.583333333333,0.7777777777777778,0.0,0.0,2,-1,0,2,2,0,1,1
A175,5,online,True,0.0270588235294117,-0.6695588235294118,-1.1472058823529412,33,0.625,0.4398037391458443,0.923076923077,0.833333333333,1.4444444444444444,1.0,-1.0,0,0,0,2,2,0,0,1
A176,5,online,True,0.7333823529411765,-0.4054411764705882,1.0972058823529411,17,-0.75,0.752435064935065,1.23076923077,1.33333333333,2.4444444444444446,1.0,-1.0,-1,-1,-2,-1,-1,0,1,-1
A177,5,online,True,-0.0177941176470587,-0.1483823529411764,0.0719117647058823,23,-0.375,0.2932935242145769,0.615384615385,0.583333333333,1.3333333333333333,1.5,1.0,0,-1,-3,-1,2,2,-3,1
A178,5,online,True,0.2473529411764705,0.093235294117647,-0.305735294117647,32,1.375,0.4617633097896255,0.538461538462,0.5,-0.4444444444444444,-1.5,0.5,2,2,1,2,2,0,1,1
A179,5,online,True,0.6467647058823529,0.3610294117647059,0.374264705882353,21,2.375,0.7004860636439585,1.07692307692,1.08333333333,1.6666666666666667,1.0,0.5,3,2,2,2,3,2,2,3
A180,5,online,True,-0.5397058823529413,0.5820588235294117,0.1726470588235294,43,-1.125,-0.792372345003924,-0.615384615385,-0.666666666667,0.1111111111111111,0.5,2.0,1,-1,-2,-2,-2,1,-2,-2
A181,5,online,True,0.68,0.2019117647058823,-0.3052941176470588,34,0.625,-0.1982937140831877,-0.153846153846,-0.0833333333333,-0.4444444444444444,-1.0,-3.0,2,2,-2,0,-1,0,2,2
A182,5,online,True,-0.0555882352941176,0.6172058823529412,-0.3685294117647059,13,0.5,0.7142509050403787,0.846153846154,0.833333333333,1.0,2.0,2.0,1,2,-1,-2,2,0,0,2
A183,5,online,True,-0.1723529411764705,0.5380882352941176,-0.4589705882352941,34,1.625,-0.2471582997898787,0.230769230769,0.25,0.2222222222222222,0.0,0.0,2,2,1,2,1,1,2,2
A184,5,online,True,0.4122058823529412,0.2477941176470588,-0.1158823529411764,19,0.5,0.4262771828561302,0.461538461538,0.333333333333,1.6666666666666667,0.0,0.5,2,-1,2,1,-2,2,1,-1
A185,5,online,True,0.2026470588235294,0.6483823529411765,0.3038235294117647,24,1.625,-0.861301929065087,-0.153846153846,0.0833333333333,1.1111111111111112,1.5,2.0,2,3,-1,2,3,-2,3,3
A186,5,online,True,0.2875,0.1705882352941176,-0.1208823529411764,12,1.375,1.0412233234601658,0.769230769231,0.833333333333,1.3333333333333333,1.0,1.5,2,2,-2,1,2,2,2,2
A187,5,online,True,0.2919117647058823,0.9841176470588237,0.0152941176470588,15,0.125,1.7468579909369384,2.15384615385,2.16666666667,2.888888888888889,2.5,1.0,-2,-2,3,-2,3,-3,3,1
A188,5,online,True,0.3119117647058824,0.6476470588235294,0.1930882352941176,17,0.875,1.0651132249816462,1.76923076923,1.75,1.4444444444444444,2.0,2.0,2,-3,1,2,0,2,0,3
A189,5,online,True,0.5779411764705882,-0.7661764705882352,-0.5552941176470588,12,0.0,1.0697507658033976,1.84615384615,1.83333333333,1.3333333333333333,2.0,2.0,0,0,0,0,0,0,0,0
A190,5,online,True,0.3386764705882353,-0.4469117647058823,-0.1033823529411764,9,-0.5,1.3146923495607703,2.0,2.0,1.8888888888888888,2.5,2.0,-1,-1,-2,-1,2,1,-1,-1
A191,5,online,True,0.1692647058823529,-0.8229411764705883,0.8238235294117646,22,1.5,0.7046296296296296,0.538461538462,0.416666666667,1.1111111111111112,1.0,1.5,2,1,1,2,1,1,2,2
A192,5,online,True,1.0001470588235295,-0.4160294117647058,0.1020588235294117,30,-0.375,-0.0820042530568846,1.30769230769,1.33333333333,1.0,0.0,0.0,0,0,0,0,0,0,-3,0
A193,5,online,True,-0.6589705882352942,0.983970588235294,-0.2620588235294118,29,-0.75,0.3443118528644844,0.923076923077,0.833333333333,1.5555555555555556,2.0,1.5,3,-2,-1,-2,-2,-1,-1,0
A194,5,online,True,0.0320588235294117,0.1844117647058823,0.2291176470588235,26,-0.5,0.6241693248272195,1.61538461538,1.66666666667,1.3333333333333333,1.0,-1.0,-1,-1,-1,1,1,0,-2,-1
A195,5,online,True,0.918529411764706,1.071323529411765,0.2852941176470588,23,0.25,1.0971953241690084,2.15384615385,2.16666666667,2.3333333333333335,1.5,1.5,0,3,-2,0,3,-2,-2,2
A196,5,online,True,-0.3813235294117647,-0.1689705882352941,-1.0625,25,-1.125,0.8157227032227031,0.923076923077,0.833333333333,2.0,0.5,0.5,-2,-2,0,-1,-1,-2,1,-2
A197,5,online,True,0.3147058823529411,-0.3179411764705882,-0.5452941176470588,13,0.75,0.4648008911166806,1.23076923077,1.25,1.2222222222222223,0.5,1.5,2,2,-2,-1,3,2,-2,2
A198,5,online,False,-0.0091176470588235,0.0136764705882352,-0.0183823529411764,23,0.0,0.4416973620920989,0.461538461538,0.5,0.1111111111111111,0.5,-0.5,0,1,1,0,0,-1,-1,0
A199,5,online,True,0.8269117647058825,-0.5117647058823529,-0.9692647058823528,14,-1.375,1.2324846206425155,1.15384615385,1.16666666667,0.7777777777777778,1.5,1.5,-1,-2,-2,-2,-1,0,-2,-1
A200,5,online,True,-0.0426470588235294,0.0095588235294117,-0.0510294117647058,28,1.875,-0.2454969494443178,1.30769230769,1.33333333333,2.111111111111111,-3.0,0.5,2,2,1,0,2,3,3,2
A201,5,online,True,0.1716176470588235,0.0897058823529411,-0.3438235294117647,24,1.875,0.5686286423128528,1.38461538462,1.41666666667,1.2222222222222223,0.5,0.5,2,2,3,2,3,2,1,0
A202,5,online,True,-0.3236764705882353,0.553235294117647,-1.3839705882352942,11,-1.375,1.098912685754791,1.07692307692,1.08333333333,-0.1111111111111111,0.5,2.0,-1,-1,-2,-2,-1,-1,-1,-2
A203,5,online,True,0.783235294117647,0.2280882352941176,-0.5257352941176471,18,-0.625,1.638683830789094,1.30769230769,1.33333333333,1.6666666666666667,2.0,2.5,1,1,-2,-2,1,-1,-3,0
A204,5,online,True,-0.0610294117647058,-0.4473529411764705,-0.5036764705882353,13,-0.375,1.367497658287132,1.46153846154,1.33333333333,3.0,3.0,3.0,0,0,0,0,-1,-1,-2,1
A205,5,online,True,0.9366176470588234,0.1114705882352941,-0.4111764705882353,32,1.0,0.5117803979646085,1.23076923077,1.16666666667,0.2222222222222222,0.0,-2.0,2,2,2,0,2,-1,2,-1
A206,5,online,True,0.095735294117647,0.4729411764705882,1.581470588235294,10,0.625,1.0637768664084453,1.38461538462,1.33333333333,1.7777777777777777,2.0,2.0,1,2,-2,2,-1,2,-1,2
A207,5,online,True,0.1210294117647058,0.0435294117647058,-0.5401470588235293,22,0.5,-0.0791141363509784,-0.153846153846,-0.25,0.1111111111111111,0.5,-0.5,0,0,1,1,0,0,1,1
A208,5,online,True,0.5347058823529411,0.4060294117647058,-1.043676470588235,13,0.375,1.9343095744411536,2.23076923077,2.16666666667,3.0,3.0,2.5,2,-1,-2,1,-2,1,3,1
A209,5,online,True,-0.1711764705882352,-0.565735294117647,-1.396764705882353,23,-0.5,1.0058909901015165,1.07692307692,1.0,1.2222222222222223,-2.0,1.0,-1,-2,-3,2,-2,2,-2,2
A210,5,online,True,0.3030882352941176,0.1630882352941176,-0.5476470588235295,12,0.25,1.0437112351586035,0.384615384615,0.333333333333,1.7777777777777777,1.5,1.5,2,2,-1,-1,2,0,-1,-1
A211,5,online,True,1.3576470588235292,0.0438235294117646,0.0758823529411764,25,0.0,0.0133180172653857,1.46153846154,1.33333333333,1.5555555555555556,3.0,1.5,-1,-2,-2,1,2,2,-2,2
A212,5,online,True,0.0730882352941176,0.479264705882353,1.1079411764705882,30,0.625,0.8929061922482975,1.07692307692,1.16666666667,0.0,0.0,0.0,2,2,-2,2,3,-2,-1,1
A213,5,online,True,0.0755882352941176,-0.6038235294117648,-1.0525,28,0.5,-0.3829735323156376,0.0769230769231,0.0833333333333,0.6666666666666666,1.0,1.0,2,2,-1,1,1,-1,-2,2
A214,5,online,True,0.388235294117647,0.7775,-1.04,14,1.75,0.4483111187058555,0.461538461538,0.416666666667,0.0,0.0,0.5,2,2,2,1,2,1,2,2
A215,5,online,True,0.0005882352941176,-0.0352941176470588,-0.3952941176470588,25,1.25,0.9049967089440774,1.23076923077,1.16666666667,1.5555555555555556,1.0,1.0,2,2,-1,3,3,2,0,-1
A216,5,online,True,0.1429411764705882,0.1467647058823529,-0.6852941176470588,21,0.875,0.7761129465076834,1.61538461538,1.66666666667,1.4444444444444444,1.0,2.0,2,2,-1,-1,2,2,-1,2
A217,5,online,True,0.6397058823529411,1.411764705882353,-0.7573529411764706,13,1.25,1.4871857674489253,1.61538461538,1.75,2.0,0.0,0.0,2,2,-2,2,2,2,0,2
A218,5,online,True,0.2205882352941176,0.4263235294117647,-1.2547058823529411,13,-0.125,1.2061757930178982,0.692307692308,0.75,2.3333333333333335,2.5,1.0,1,2,-2,-1,2,0,-2,-1
A219,5,online,True,1.0070588235294118,-0.6348529411764706,0.2998529411764706,16,-0.125,0.498358269410901,0.538461538462,0.5,0.8888888888888888,1.5,0.5,2,-2,-2,1,2,-2,-2,2
A220,5,online,True,-0.1339705882352941,0.323235294117647,0.6220588235294118,22,1.0,1.049081668818511,-0.0769230769231,-0.25,1.2222222222222223,1.0,0.5,2,1,1,0,0,2,1,1
A221,5,online,True,0.8616176470588235,0.9345588235294118,0.5647058823529412,17,1.875,0.583225741120478,1.61538461538,1.66666666667,0.8888888888888888,2.0,2.5,3,3,3,1,-2,2,3,2
A222,5,online,True,0.3227941176470588,-0.7919117647058824,-0.3702941176470588,17,0.625,1.2707697273486749,0.923076923077,1.0,1.3333333333333333,0.5,0.5,2,2,1,-1,0,2,0,-1
A223,5,online,True,-0.4377941176470588,-0.6030882352941176,-0.4055882352941177,13,2.0,0.5279110022531075,1.0,0.916666666667,2.0,1.0,1.0,2,2,2,2,2,2,2,2
A224,5,online,True,0.3148529411764706,-0.4333823529411764,-0.7616176470588235,19,-0.375,1.288112326270221,1.38461538462,1.33333333333,2.5555555555555554,0.5,0.5,1,-2,-3,-3,2,2,1,-1
A225,5,online,True,-0.0833823529411764,-0.3344117647058823,-0.4866176470588236,23,-1.625,0.5335301637933216,1.07692307692,0.916666666667,1.0,1.5,-1.0,-1,-2,-2,-1,-2,-1,-3,-1
A226,5,online,True,-1.86,-0.1526470588235293,-0.4258823529411765,33,2.0,0.5677875243664717,0.538461538462,0.5,1.3333333333333333,1.5,1.0,2,2,2,2,2,2,2,2
A227,5,online,True,-0.2958823529411765,-0.2486764705882353,0.0208823529411764,26,0.625,-0.3209102301207564,1.07692307692,1.08333333333,1.1111111111111112,-2.0,-1.5,2,0,1,-1,2,-1,0,2
A228,5,online,True,0.3841176470588235,0.8522058823529413,-0.955735294117647,19,-0.25,1.2717896382370066,1.0,1.0,2.0,1.5,2.0,-1,-1,1,-1,-2,1,-1,2
A229,5,online,True,-0.4147058823529411,0.2519117647058823,-0.8011764705882353,24,0.75,0.8499848105111263,0.307692307692,0.333333333333,2.4444444444444446,-1.5,-2.5,3,3,-2,3,-1,3,-2,-1
A230,5,online,True,0.4391176470588235,-0.2745588235294117,-0.4276470588235294,16,1.625,1.231872927267664,1.38461538462,1.25,2.111111111111111,2.0,1.0,2,2,2,2,-2,2,2,3
A231,5,online,True,0.193235294117647,-0.1848529411764705,0.0479411764705882,16,-0.25,1.361227563859143,1.61538461538,1.58333333333,2.6666666666666665,1.5,0.0,-1,-2,0,-1,1,0,-1,2
A232,5,online,True,-0.2642647058823529,0.0702941176470588,0.0123529411764706,15,2.5,1.5579662540188854,1.46153846154,1.41666666667,2.0,0.0,2.0,2,3,3,3,3,2,2,2
A233,5,online,True,0.2013235294117647,-0.0838235294117647,-0.5223529411764707,9,0.25,1.146104528999266,1.46153846154,1.5,2.0,1.5,1.5,-1,-1,1,-1,1,2,0,1
A234,5,online,True,0.6160294117647059,-0.6848529411764706,-0.691764705882353,24,-0.875,-0.295412141464773,-0.230769230769,-0.0833333333333,1.2222222222222223,-0.5,-0.5,-1,-3,-2,-1,-1,1,1,-1
A235,5,online,False,0.065735294117647,0.0733823529411765,-2.2794117647058822,15,-1.25,0.1146907673223462,0.0,0.0,0.0,0.5,1.0,-1,-2,-2,-2,-2,-1,0,0
A236,5,online,True,0.4354411764705882,-0.123235294117647,-0.4070588235294117,26,0.375,1.041752740436951,1.38461538462,1.33333333333,2.0,2.0,2.0,1,2,-1,-1,-2,1,2,1
A237,5,online,True,0.0805882352941176,0.6655882352941176,0.1026470588235294,22,1.875,0.6527815751499962,1.23076923077,1.25,1.3333333333333333,0.5,0.5,1,2,3,2,1,2,2,2
A238,5,online,True,0.6538235294117647,0.4477941176470588,0.4444117647058823,23,0.125,0.3814691400217716,-1.15384615385,-1.08333333333,1.7777777777777777,2.0,-0.5,1,-1,-1,-1,-1,0,2,2
A239,5,online,True,0.5439705882352941,0.2799999999999999,-0.5339705882352942,12,-1.0,0.6933865598339283,0.846153846154,0.75,1.5555555555555556,2.0,-1.5,-1,-1,-2,-1,-1,-2,-1,1
A240,5,online,True,0.3947058823529412,-0.5483823529411764,0.3054411764705882,10,1.0,1.9109747221589328,0.461538461538,0.5,2.2222222222222223,2.0,2.0,2,0,-2,2,2,2,0,2
A241,5,online,True,0.0620588235294117,-0.1629411764705882,0.2017647058823529,13,0.125,1.4150274676590469,1.23076923077,1.33333333333,2.0,1.5,1.0,-1,-1,0,1,0,1,1,0
A242,5,online,True,1.155735294117647,0.2794117647058823,1.157058823529412,11,0.875,0.6111076301865775,1.07692307692,1.08333333333,2.111111111111111,1.5,2.5,-3,1,1,2,2,-1,3,2
A243,5,online,True,-0.0426470588235294,0.7885294117647058,-0.1016176470588235,32,1.5,0.264479380268854,1.53846153846,1.5,0.8888888888888888,-1.0,1.0,2,2,0,2,1,1,2,2
A244,5,online,True,-0.1197058823529411,0.4201470588235294,-0.2219117647058823,28,0.75,0.3338608516240094,-0.0769230769231,-0.166666666667,0.7777777777777778,2.5,2.0,2,1,-2,3,3,-2,-2,3
A245,5,online,True,-0.1041176470588235,0.1516176470588235,-0.2272058823529411,22,1.375,-0.4376477810688337,-0.846153846154,-0.75,-0.5555555555555556,-2.0,1.5,2,2,-1,2,2,3,0,1
A246,5,online,True,0.6536764705882353,-0.3717647058823529,-0.6477941176470587,14,1.0,1.1793017898281055,1.46153846154,1.41666666667,1.5555555555555556,0.0,0.0,0,2,-2,2,2,2,0,2
A247,5,online,True,0.4091176470588235,-1.9025,-1.811029411764706,15,1.875,1.2739205969469127,0.846153846154,0.75,1.6666666666666667,1.5,2.0,3,1,-2,2,3,3,2,3
A248,5,online,True,-0.1955882352941176,-0.3769117647058823,0.7811764705882352,22,-1.125,1.6081713121186807,1.15384615385,1.25,1.7777777777777777,1.5,1.0,2,-2,-3,-1,-2,-2,-2,1
A249,5,online,True,-0.0045588235294117,0.8769117647058823,0.1327941176470588,15,-0.875,1.6960703526493002,2.23076923077,2.16666666667,3.0,3.0,3.0,0,0,-2,0,-2,-2,-3,2
A250,5,online,True,0.7338235294117647,-0.4013235294117647,-1.2017647058823528,14,-2.25,1.4315700868332446,1.23076923077,1.16666666667,2.0,0.0,0.0,3,-3,-3,-3,-3,-3,-3,-3
A251,5,online,True,-0.1326470588235294,-1.6913235294117648,-0.8975,13,-1.875,1.5066124908230172,1.0,1.0,1.2222222222222223,1.5,2.5,-1,-3,-2,-2,-2,-3,-3,1
A252,5,online,True,0.6707352941176471,-0.5222058823529412,-0.4263235294117647,22,0.875,0.8145031138452191,0.384615384615,0.166666666667,1.3333333333333333,2.0,2.0,2,1,-1,2,0,3,-1,1
A253,5,online,True,0.460735294117647,-0.0602941176470588,-1.0473529411764706,22,1.25,0.5871164654059391,1.69230769231,1.66666666667,1.6666666666666667,2.0,2.0,2,3,-1,-2,2,1,2,3
A254,5,online,True,0.5475,-0.1376470588235294,-0.3199999999999999,19,0.5,1.5477294878610666,1.38461538462,1.33333333333,1.5555555555555556,2.0,2.0,2,1,-2,1,2,1,-2,1
A255,5,online,True,1.1597058823529411,0.3429411764705882,0.876470588235294,17,0.0,2.416002126528442,2.38461538462,2.33333333333,2.888888888888889,3.0,3.0,2,-1,-3,2,-2,2,-2,2
A256,5,online,True,0.4472058823529412,0.5210294117647059,0.4816176470588235,17,0.625,0.9393559656717552,0.153846153846,0.0,1.5555555555555556,1.5,1.0,1,0,2,2,-1,1,-2,2
A257,5,online,True,0.7595588235294117,0.3176470588235294,0.1569117647058823,18,0.5,0.9222972203235362,1.61538461538,1.5,2.6666666666666665,2.5,1.0,2,2,-3,-1,0,3,2,-1
A258,5,online,True,0.1324999999999999,-0.3973529411764706,-0.37,26,1.75,0.5292910306068201,1.15384615385,1.16666666667,2.0,1.0,1.0,2,2,1,2,1,2,2,2
A259,5,online,True,0.5145588235294118,-0.0222058823529411,0.1091176470588235,12,-0.375,1.3215890104047998,1.30769230769,1.25,2.111111111111111,0.5,2.0,1,-2,-2,-2,-2,2,2,0
A260,5,online,True,-0.2492647058823529,-0.2201470588235294,0.2377941176470588,24,3.0,1.127702463228779,1.61538461538,1.5,3.0,2.5,2.0,3,3,3,3,3,3,3,3
A261,5,online,True,-0.3027941176470588,1.1592647058823529,-0.5075000000000001,22,1.25,0.0888964836333257,1.0,1.08333333333,0.8888888888888888,2.0,1.5,2,2,2,2,1,0,-2,3
A262,5,online,True,0.2533823529411765,-0.1647058823529411,0.0210294117647058,21,0.125,1.488402508797246,1.38461538462,1.33333333333,1.6666666666666667,0.0,0.0,2,1,-2,-1,-1,2,-2,2
A263,5,online,True,0.2725,0.1958823529411764,0.0417647058823529,26,0.5,0.2553777119566593,0.692307692308,0.666666666667,0.4444444444444444,1.0,1.0,2,1,0,-2,0,1,2,0
A264,5,online,True,-0.1464705882352941,-0.0604411764705882,-0.3172058823529411,24,0.0,0.1041476798055745,0.615384615385,0.583333333333,1.0,0.0,0.0,2,-1,-1,-1,-1,1,-1,2
A265,5,online,True,-0.238235294117647,-0.0852941176470588,0.0020588235294117,22,-1.0,0.9930144173565228,0.692307692308,0.583333333333,1.8888888888888888,1.5,1.0,1,2,-2,-2,-3,-1,-1,-2
A266,5,online,True,0.2276470588235294,0.1980882352941176,-0.1554411764705882,31,0.125,-0.2202273360168097,0.769230769231,0.666666666667,0.6666666666666666,1.0,1.0,1,-1,1,-2,0,0,1,1
A267,5,online,True,0.546470588235294,-0.6066176470588235,-1.0086764705882354,22,1.25,0.9400765170502012,1.30769230769,1.33333333333,1.6666666666666667,0.0,0.0,2,1,2,-1,3,0,1,2
A268,5,online,True,-0.5341176470588236,0.0570588235294117,-0.2961764705882353,22,2.125,0.6224915192020455,1.15384615385,1.16666666667,1.4444444444444444,1.0,-1.0,2,2,3,3,1,3,2,1
A269,5,online,True,0.0045588235294117,-0.8239705882352941,-1.469264705882353,13,-0.125,1.4652524619629883,1.69230769231,1.58333333333,1.8888888888888888,1.5,2.0,0,2,-2,1,2,-1,-3,0
A270,5,online,True,1.126029411764706,0.3310294117647058,0.0327941176470588,18,-0.75,0.9105294802663224,1.23076923077,1.25,1.6666666666666667,2.0,1.0,2,-1,-2,1,-2,-2,-3,1
A271,5,online,True,-0.0785294117647059,-0.6283823529411764,-0.5916176470588236,31,0.75,-0.0262793979899243,-0.230769230769,-0.333333333333,-0.8888888888888888,1.5,0.0,2,0,0,-1,2,1,0,2
A272,5,online,True,-0.0727941176470588,1.711470588235294,-0.1960294117647059,31,1.625,0.6056378319536214,0.615384615385,0.666666666667,1.3333333333333333,1.0,0.0,3,3,3,-1,3,-1,0,3
A273,5,online,True,-0.1954411764705882,-0.1698529411764706,-0.3969117647058824,30,0.5,0.0088798384851016,0.307692307692,0.166666666667,1.1111111111111112,0.0,0.0,2,0,-1,1,0,2,-1,1
