experiment1_record_id,category,comparison_position,familiar_target_preference
E1A001,Geometry,5,0.05
E1A001,Geometry,6,-1.55
E1A001,Geometry,7,-0.4
E1A001,Geometry,8,0.25
E1A001,Geometry,9,-0.9
E1A001,Geometry,10,-1.4
E1A001,Geometry,11,-1.8
E1A001,Geometry,12,-1.35
E1A001,Geometry,13,-2.35
E1A001,Geometry,14,0.6
E1A001,Geometry,15,-0.25
E1A001,Geometry,16,0.55
E1A001,Geometry,17,-0.75
E1A001,Geometry,18,0.75
E1A001,Geometry,19,-1.8
E1A001,Geometry,20,-1.4
E1A001,Geometry,21,-0.6
E1A001,Geometry,22,-2
E1A001,Geometry,23,-1.4
E1A001,Geometry,24,-0.2
E1A001,Geometry,25,-0.75
E1A001,Geometry,26,-1.8
E1A002,Geometry,1,-1.4
E1A002,Geometry,2,0.25
E1A002,Geometry,3,-0.45
E1A002,Geometry,4,-0.6
E1A002,Geometry,5,-0.75
E1A002,Geometry,6,-1.5
E1A002,Geometry,7,-0.85
E1A002,Geometry,8,-0.75
E1A002,Geometry,9,-0.9
E1A002,Geometry,10,0.5
E1A002,Geometry,11,-0.9
E1A002,Geometry,12,-1.65
E1A002,Geometry,13,-1.25
E1A002,Geometry,14,-1.6
E1A002,Geometry,15,-2.55
E1A002,Geometry,16,-1.05
E1A002,Geometry,17,-1.5
E1A002,Geometry,18,-0.05
E1A002,Geometry,19,-2.05
E1A002,Geometry,20,0.1
E1A002,Geometry,21,1.5
E1A002,Geometry,22,-0.75
E1A002,Geometry,23,-1.3
E1A002,Geometry,24,0.05
E1A002,Geometry,25,-1.95
E1A002,Geometry,26,-2.95
E1A003,Geometry,1,1.35
E1A003,Geometry,2,1.4
E1A003,Geometry,3,1.55
E1A003,Geometry,4,1.4
E1A003,Geometry,5,0
E1A003,Geometry,6,-1.5
E1A003,Geometry,7,0.45
E1A003,Geometry,8,0.35
E1A003,Geometry,9,-1.7
E1A003,Geometry,10,-2
E1A003,Geometry,11,-1.7
E1A003,Geometry,12,-0.2
E1A003,Geometry,13,-1.65
E1A003,Geometry,14,1.35
E1A003,Geometry,15,-1.65
E1A003,Geometry,16,2.1
E1A003,Geometry,17,0.25
E1A003,Geometry,18,2.4
E1A003,Geometry,19,0.2
E1A003,Geometry,20,2.65
E1A003,Geometry,21,0
E1A003,Geometry,22,1.3
E1A003,Geometry,23,0.0499999999999998
E1A003,Geometry,24,0.35
E1A003,Geometry,25,1.6
E1A003,Geometry,26,-0.15
E1A004,Geometry,1,0
E1A004,Geometry,2,-2.1
E1A004,Geometry,3,0.2
E1A004,Geometry,4,1.4
E1A004,Geometry,5,1.85
E1A004,Geometry,6,2.05
E1A004,Geometry,7,-2.55
E1A004,Geometry,8,-0.85
E1A004,Geometry,9,0.7
E1A004,Geometry,10,1.8
E1A004,Geometry,11,2.1
E1A004,Geometry,12,1.05
E1A004,Geometry,13,-1.75
E1A004,Geometry,14,1.35
E1A004,Geometry,15,-0.05
E1A004,Geometry,16,-0.4
E1A004,Geometry,17,-0.05
E1A004,Geometry,18,2.5
E1A004,Geometry,19,-0.3
E1A004,Geometry,20,-0.35
E1A004,Geometry,21,1.3
E1A004,Geometry,22,-1.25
E1A004,Geometry,23,2.4
E1A004,Geometry,24,2
E1A004,Geometry,25,1.15
E1A004,Geometry,26,1.2
E1A005,Geometry,1,-0.65
E1A005,Geometry,2,-0.75
E1A005,Geometry,3,0
E1A005,Geometry,4,-0.65
E1A005,Geometry,5,-1
E1A005,Geometry,6,-0.5
E1A005,Geometry,7,-1
E1A005,Geometry,8,-1.5
E1A005,Geometry,9,-0.15
E1A005,Geometry,10,0.55
E1A005,Geometry,11,-0.8
E1A005,Geometry,12,-0.5
E1A005,Geometry,13,-0.6
E1A005,Geometry,14,0.5
E1A005,Geometry,15,-1.5
E1A005,Geometry,16,-1
E1A005,Geometry,17,-0.6
E1A005,Geometry,18,-0.5
E1A005,Geometry,19,-0.65
E1A005,Geometry,20,-0.25
E1A005,Geometry,21,-0.6
E1A005,Geometry,22,-1.5
E1A005,Geometry,23,-0.85
E1A005,Geometry,24,-2
E1A005,Geometry,25,-1
E1A005,Geometry,26,-0.25
E1A006,Geometry,1,0.95
E1A006,Geometry,2,0.55
E1A006,Geometry,3,-0.1
E1A006,Geometry,4,-0.75
E1A006,Geometry,5,-0.15
E1A006,Geometry,6,0.6
E1A006,Geometry,7,0.05
E1A006,Geometry,8,-1
E1A006,Geometry,9,0.35
E1A006,Geometry,10,-0.5
E1A006,Geometry,11,0.4
E1A006,Geometry,12,0.05
E1A006,Geometry,13,-0.25
E1A006,Geometry,14,-1.2
E1A006,Geometry,15,0.35
E1A006,Geometry,16,-0.15
E1A006,Geometry,17,-0.05
E1A006,Geometry,18,0.05
E1A006,Geometry,19,0.45
E1A006,Geometry,20,-0.9
E1A006,Geometry,21,-0.15
E1A006,Geometry,22,-0.55
E1A006,Geometry,23,-0.1
E1A006,Geometry,24,0.25
E1A006,Geometry,25,-0.25
E1A006,Geometry,26,-0.15
E1A007,Geometry,1,-0.95
E1A007,Geometry,2,-0.1
E1A007,Geometry,3,-1.25
E1A007,Geometry,4,-0.05
E1A007,Geometry,5,-1.55
E1A007,Geometry,6,1.2
E1A007,Geometry,7,-1.15
E1A007,Geometry,8,-0.75
E1A007,Geometry,9,-1.2
E1A007,Geometry,10,-1.45
E1A007,Geometry,11,-1.05
E1A007,Geometry,12,-2
E1A007,Geometry,13,0.05
E1A007,Geometry,14,-0.4
E1A007,Geometry,15,-1.35
E1A007,Geometry,16,0.5
E1A007,Geometry,17,-0.15
E1A007,Geometry,18,-1.1
E1A007,Geometry,19,-0.8
E1A007,Geometry,20,-1.35
E1A007,Geometry,21,-1
E1A007,Geometry,22,0.25
E1A007,Geometry,23,0.1
E1A007,Geometry,24,-1.1
E1A007,Geometry,25,-0.95
E1A007,Geometry,26,-1.35
E1A008,Geometry,1,1.15
E1A008,Geometry,2,0.95
E1A008,Geometry,3,0.75
E1A008,Geometry,4,1.55
E1A008,Geometry,5,0.7
E1A008,Geometry,6,-0.6
E1A008,Geometry,7,0.25
E1A008,Geometry,8,0.2
E1A008,Geometry,9,-0.45
E1A008,Geometry,10,0
E1A008,Geometry,11,1.3
E1A008,Geometry,12,-0.1
E1A008,Geometry,13,0.7
E1A008,Geometry,14,-0.4
E1A008,Geometry,15,-0.2
E1A008,Geometry,16,-0.45
E1A008,Geometry,17,-0.2
E1A008,Geometry,18,-0.55
E1A008,Geometry,19,1.55
E1A008,Geometry,20,-0.6
E1A008,Geometry,21,-0.8
E1A008,Geometry,22,-0.0499999999999999
E1A008,Geometry,23,-0.05
E1A008,Geometry,24,-0.4
E1A008,Geometry,25,0.15
E1A008,Geometry,26,0.55
E1A009,Geometry,1,-2.9
E1A009,Geometry,2,-2.8
E1A009,Geometry,3,2.45
E1A009,Geometry,4,-2.7
E1A009,Geometry,5,2.95
E1A009,Geometry,6,-0.4
E1A009,Geometry,7,-0.25
E1A009,Geometry,8,0
E1A009,Geometry,9,-3
E1A009,Geometry,10,3
E1A009,Geometry,11,-3
E1A009,Geometry,12,2.65
E1A009,Geometry,13,3
E1A009,Geometry,14,3
E1A009,Geometry,15,3
E1A009,Geometry,16,0
E1A009,Geometry,17,-2.25
E1A009,Geometry,18,-0.2
E1A009,Geometry,19,2.7
E1A009,Geometry,20,2.7
E1A009,Geometry,21,3
E1A009,Geometry,22,0.1
E1A009,Geometry,23,-0.1
E1A009,Geometry,24,-0.25
E1A009,Geometry,25,2.9
E1A009,Geometry,26,0
E1A010,Geometry,1,-1.05
E1A010,Geometry,2,-2.8
E1A010,Geometry,3,0
E1A010,Geometry,4,1.7
E1A010,Geometry,5,0.35
E1A010,Geometry,6,-0.2
E1A010,Geometry,7,-0.9
E1A010,Geometry,8,1
E1A010,Geometry,9,-1.2
E1A010,Geometry,10,-1.6
E1A010,Geometry,11,-3
E1A010,Geometry,12,-1.9
E1A010,Geometry,13,-0.15
E1A010,Geometry,14,-1.3
E1A010,Geometry,15,1.15
E1A010,Geometry,16,0.95
E1A010,Geometry,17,-2.1
E1A010,Geometry,18,1.05
E1A010,Geometry,19,-2.45
E1A010,Geometry,20,-0.85
E1A010,Geometry,21,0.75
E1A010,Geometry,22,1.3
E1A010,Geometry,23,0.2
E1A010,Geometry,24,-1.35
E1A010,Geometry,25,-1.7
E1A010,Geometry,26,-1.95
E1A011,Geometry,1,1.75
E1A011,Geometry,2,1
E1A011,Geometry,3,1
E1A011,Geometry,4,-0.05
E1A011,Geometry,5,1.85
E1A011,Geometry,6,1.25
E1A011,Geometry,7,1.15
E1A011,Geometry,8,1.35
E1A011,Geometry,9,1.45
E1A011,Geometry,10,1.3
E1A011,Geometry,11,1.45
E1A011,Geometry,12,1.4
E1A011,Geometry,13,1.45
E1A011,Geometry,14,1.5
E1A011,Geometry,15,-0.45
E1A011,Geometry,16,1.35
E1A011,Geometry,17,1.45
E1A011,Geometry,18,0.5
E1A011,Geometry,19,0.3
E1A011,Geometry,20,0.8
E1A011,Geometry,21,0.9
E1A011,Geometry,22,0.9
E1A011,Geometry,23,0.55
E1A011,Geometry,24,0.75
E1A011,Geometry,25,0
E1A011,Geometry,26,0.95
E1A012,Geometry,1,0.4
E1A012,Geometry,2,-0.1
E1A012,Geometry,3,-0.95
E1A012,Geometry,4,1.05
E1A012,Geometry,5,0.15
E1A012,Geometry,6,0
E1A012,Geometry,7,0
E1A012,Geometry,8,0.7
E1A012,Geometry,9,0.85
E1A012,Geometry,10,1.05
E1A012,Geometry,11,0.85
E1A012,Geometry,12,-0.15
E1A012,Geometry,13,-0.5
E1A012,Geometry,14,-0.4
E1A012,Geometry,15,0.4
E1A012,Geometry,16,0.45
E1A012,Geometry,17,-0.25
E1A012,Geometry,18,-1.35
E1A012,Geometry,19,0.1
E1A012,Geometry,20,1.55
E1A012,Geometry,21,1.1
E1A012,Geometry,22,0.8
E1A012,Geometry,23,0.65
E1A012,Geometry,24,-0.1
E1A012,Geometry,25,1.4
E1A012,Geometry,26,-0.05
E1A013,Geometry,1,-2.4
E1A013,Geometry,2,-1.1
E1A013,Geometry,3,-0.55
E1A013,Geometry,4,-0.8
E1A013,Geometry,5,0.05
E1A013,Geometry,6,-1.25
E1A013,Geometry,7,-0.25
E1A013,Geometry,8,-0.2
E1A013,Geometry,9,0.55
E1A013,Geometry,10,-0.35
E1A013,Geometry,11,-1.95
E1A013,Geometry,12,0.45
E1A013,Geometry,13,-1.45
E1A013,Geometry,14,-2.25
E1A013,Geometry,15,0.05
E1A013,Geometry,16,0.5
E1A013,Geometry,17,-0.75
E1A013,Geometry,18,-1.95
E1A013,Geometry,19,1.05
E1A013,Geometry,20,-1.1
E1A013,Geometry,21,-0.3
E1A013,Geometry,22,0.1
E1A013,Geometry,23,-1.9
E1A013,Geometry,24,-0.45
E1A013,Geometry,25,-1.3
E1A013,Geometry,26,-1.9
E1A014,Geometry,1,-0.65
E1A014,Geometry,2,0.55
E1A014,Geometry,3,0.95
E1A014,Geometry,4,-1.75
E1A014,Geometry,5,-1.75
E1A014,Geometry,6,-0.7
E1A014,Geometry,7,-1.8
E1A014,Geometry,8,-2.25
E1A014,Geometry,9,-2.5
E1A014,Geometry,10,0.1
E1A014,Geometry,11,-2.25
E1A014,Geometry,12,-2.55
E1A014,Geometry,13,-2.25
E1A014,Geometry,14,-2.5
E1A014,Geometry,15,2.6
E1A014,Geometry,16,-2.4
E1A014,Geometry,17,0.2
E1A014,Geometry,18,-2.4
E1A014,Geometry,19,-2.1
E1A014,Geometry,20,-2.65
E1A014,Geometry,21,-0.45
E1A014,Geometry,22,-2.6
E1A014,Geometry,23,-2.6
E1A014,Geometry,24,-0.75
E1A014,Geometry,25,-0.2
E1A014,Geometry,26,0
E1A015,Geometry,1,-1.75
E1A015,Geometry,2,-1.45
E1A015,Geometry,3,-1.25
E1A015,Geometry,4,-0.4
E1A015,Geometry,5,-1.5
E1A015,Geometry,6,-2.05
E1A015,Geometry,7,-1.35
E1A015,Geometry,8,-2.2
E1A015,Geometry,9,-0.1
E1A015,Geometry,10,-1.8
E1A015,Geometry,11,-0.6
E1A015,Geometry,12,-2.15
E1A015,Geometry,13,-1.1
E1A015,Geometry,14,-0.75
E1A015,Geometry,15,-1.55
E1A015,Geometry,16,-0.75
E1A015,Geometry,17,-0.55
E1A015,Geometry,18,-0.65
E1A015,Geometry,19,-2.7
E1A015,Geometry,20,-2.1
E1A015,Geometry,21,-0.15
E1A015,Geometry,22,-0.15
E1A015,Geometry,23,-2.1
E1A015,Geometry,24,-1.65
E1A015,Geometry,25,-0.95
E1A015,Geometry,26,-1.7
E1A001,Car,1,-0.8125
E1A001,Car,2,-0.025
E1A001,Car,3,-0.6375
E1A001,Car,4,-0.125
E1A001,Car,5,-0.1375
E1A001,Car,6,0.15
E1A001,Car,7,-0.6375
E1A001,Car,8,-0.275
E1A001,Car,9,-0.15
E1A001,Car,10,-1.3
E1A001,Car,11,-0.7625
E1A001,Car,12,-0.3375
E1A001,Car,13,-0.8125
E1A001,Car,14,-0.2375
E1A001,Car,15,-0.7375
E1A001,Car,16,-0.4
E1A001,Car,17,-0.7875
E1A001,Car,18,-0.35
E1A001,Car,19,0.125
E1A001,Car,20,-0.425
E1A001,Car,21,-0.7625
E1A001,Car,22,-0.8875
E1A001,Car,23,-0.4375
E1A001,Car,24,-0.275
E1A001,Car,25,-0.575
E1A001,Car,26,-0.225
E1A002,Car,1,0.1125
E1A002,Car,2,0.725
E1A002,Car,3,-0.1125
E1A002,Car,4,-0.8125
E1A002,Car,5,-0.075
E1A002,Car,6,-0.3375
E1A002,Car,7,0.3125
E1A002,Car,8,0.275
E1A002,Car,9,-0.35
E1A002,Car,10,0.175
E1A002,Car,11,0.025
E1A002,Car,12,0.3125
E1A002,Car,13,-0.3625
E1A002,Car,14,-0.5
E1A002,Car,15,-0.8875
E1A002,Car,16,0.125
E1A002,Car,17,-0.325
E1A002,Car,18,-0.225
E1A002,Car,19,0.5875
E1A002,Car,20,-0.7875
E1A002,Car,21,0.0125
E1A002,Car,22,-0.95
E1A002,Car,23,-0.425
E1A002,Car,24,-0.5875
E1A002,Car,25,-0.55
E1A002,Car,26,-0.3375
E1A003,Car,1,-1.2625
E1A003,Car,2,-0.25
E1A003,Car,3,-0.125
E1A003,Car,4,0.875
E1A003,Car,5,-0.25
E1A003,Car,6,0.125
E1A003,Car,7,-0.5625
E1A003,Car,8,0.4375
E1A003,Car,9,1.0625
E1A003,Car,10,-0.125
E1A003,Car,11,-0.75
E1A003,Car,12,-1.8375
E1A003,Car,13,-0.55
E1A003,Car,14,-0.9375
E1A003,Car,15,-0.925
E1A003,Car,16,0.55
E1A003,Car,17,-0.625
E1A003,Car,18,0.125
E1A003,Car,19,0.8375
E1A003,Car,20,-0.8
E1A003,Car,21,-0.375
E1A003,Car,22,0.4375
E1A003,Car,23,0.3375
E1A003,Car,24,-0.25
E1A003,Car,25,0
E1A003,Car,26,-1.125
E1A004,Car,1,-0.2
E1A004,Car,2,-0.2125
E1A004,Car,3,0.3375
E1A004,Car,4,-0.075
E1A004,Car,5,-1.0375
E1A004,Car,6,-0.725
E1A004,Car,7,-0.5625
E1A004,Car,8,-1.3875
E1A004,Car,9,0.175
E1A004,Car,10,-0.6875
E1A004,Car,11,-0.1875
E1A004,Car,12,-0.0625
E1A004,Car,13,0.075
E1A004,Car,14,0.2
E1A004,Car,15,-0.7
E1A004,Car,16,-0.525
E1A004,Car,17,-0.8875
E1A004,Car,18,-0.95
E1A004,Car,19,-0.0875
E1A004,Car,20,-0.4875
E1A004,Car,21,-1.4375
E1A004,Car,22,-0.9125
E1A004,Car,23,-0.7125
E1A004,Car,24,-0.3625
E1A004,Car,25,-0.6875
E1A004,Car,26,0.1625
E1A005,Car,1,-0.5375
E1A005,Car,2,-0.725
E1A005,Car,3,-0.625
E1A005,Car,4,-1.3875
E1A005,Car,5,-0.675
E1A005,Car,6,-0.4125
E1A005,Car,7,-0.65
E1A005,Car,8,-0.15
E1A005,Car,9,-0.6625
E1A005,Car,10,-0.1125
E1A005,Car,11,-0.975
E1A005,Car,12,-0.2875
E1A005,Car,13,-0.7125
E1A005,Car,14,-0.675
E1A005,Car,15,-0.2625
E1A005,Car,16,-0.9875
E1A005,Car,17,-0.45
E1A005,Car,18,-0.425
E1A005,Car,19,0.3
E1A005,Car,20,-0.1875
E1A005,Car,21,-0.5875
E1A005,Car,22,-1.1
E1A005,Car,23,-1.0625
E1A005,Car,24,-0.6
E1A005,Car,25,-0.675
E1A005,Car,26,-0.825
E1A006,Car,1,0.9
E1A006,Car,2,-0.0125
E1A006,Car,3,-1.0125
E1A006,Car,4,0.275
E1A006,Car,5,-0.1
E1A006,Car,6,-0.675
E1A006,Car,7,0.1125
E1A006,Car,8,0.025
E1A006,Car,9,0.3625
E1A006,Car,10,0.1
E1A006,Car,11,-0.7875
E1A006,Car,12,0.1
E1A006,Car,13,-0.25
E1A006,Car,14,-0.6375
E1A006,Car,15,-0.875
E1A006,Car,16,-1.6
E1A006,Car,17,-0.5125
E1A006,Car,18,-0.9625
E1A006,Car,19,-0.1625
E1A006,Car,20,-1.05
E1A006,Car,21,-1.1
E1A006,Car,22,-0.3375
E1A006,Car,23,-0.9375
E1A006,Car,24,-0.375
E1A006,Car,25,-0.45
E1A006,Car,26,-1.0125
E1A007,Car,1,-0.825
E1A007,Car,2,-0.75
E1A007,Car,3,-0.375
E1A007,Car,4,-0.175
E1A007,Car,5,-0.8875
E1A007,Car,6,-0.7125
E1A007,Car,7,-0.05
E1A007,Car,8,-0.525
E1A007,Car,9,-0.275
E1A007,Car,10,-0.0125
E1A007,Car,11,-0.8125
E1A007,Car,12,-0.0875
E1A007,Car,13,-0.9625
E1A007,Car,14,-0.95
E1A007,Car,15,-1.25
E1A007,Car,16,0.7875
E1A007,Car,17,-0.575
E1A007,Car,18,-0.325
E1A007,Car,19,-0.9125
E1A007,Car,20,-0.775
E1A007,Car,21,-0.2125
E1A007,Car,22,-1.2
E1A007,Car,23,0.2625
E1A007,Car,24,-0.625
E1A007,Car,25,0.0625
E1A007,Car,26,0.375
E1A008,Car,1,0.05
E1A008,Car,2,0.0625
E1A008,Car,3,0.05
E1A008,Car,4,-0.3625
E1A008,Car,5,-0.1
E1A008,Car,6,0.0375
E1A008,Car,7,-0.05
E1A008,Car,8,-0.1375
E1A008,Car,9,-0.1
E1A008,Car,10,-0.2125
E1A008,Car,11,0.175
E1A008,Car,12,-0.3125
E1A008,Car,13,0.175
E1A008,Car,14,0.2125
E1A008,Car,15,-0.2625
E1A008,Car,16,-0.0875
E1A008,Car,17,-0.125
E1A008,Car,18,0.05
E1A008,Car,19,-0.1125
E1A008,Car,20,-0.3
E1A008,Car,21,0.0875
E1A008,Car,22,0.0125
E1A008,Car,23,-0.0125
E1A008,Car,24,0.25
E1A008,Car,25,-0.025
E1A008,Car,26,-0.1625
E1A009,Car,1,1.625
E1A009,Car,2,0.85
E1A009,Car,3,0.225
E1A009,Car,4,1.5875
E1A009,Car,5,0.7875
E1A009,Car,6,2.0125
E1A009,Car,7,-0.95
E1A009,Car,8,2.1625
E1A009,Car,9,0.3875
E1A009,Car,10,2.1625
E1A009,Car,11,-0.45
E1A009,Car,12,0.475
E1A009,Car,13,1.6375
E1A009,Car,14,1.7125
E1A009,Car,15,2.1375
E1A009,Car,16,1.45
E1A009,Car,17,0.65
E1A009,Car,18,-0.8125
E1A009,Car,19,0.075
E1A009,Car,20,0.2375
E1A009,Car,21,1.2
E1A009,Car,22,2.5875
E1A009,Car,23,1.1
E1A009,Car,24,2.1625
E1A009,Car,25,1.15
E1A009,Car,26,1.325
E1A010,Car,1,0.6125
E1A010,Car,2,0.75
E1A010,Car,3,-1.225
E1A010,Car,4,-1.425
E1A010,Car,5,0.1875
E1A010,Car,6,-0.35
E1A010,Car,7,-0.675
E1A010,Car,8,-0.85
E1A010,Car,9,-0.1375
E1A010,Car,10,0.225
E1A010,Car,11,0.6
E1A010,Car,12,1
E1A010,Car,13,-1.4875
E1A010,Car,14,-0.7
E1A010,Car,15,-1.7125
E1A010,Car,16,-2.9125
E1A010,Car,17,-0.5875
E1A010,Car,18,-1.3375
E1A010,Car,19,-0.525
E1A010,Car,20,-1.4875
E1A010,Car,21,-0.975
E1A010,Car,22,-0.975
E1A010,Car,23,-2
E1A010,Car,24,-1.4125
E1A010,Car,25,0.0874999999999999
E1A010,Car,26,-0.45
E1A011,Car,1,1.3875
E1A011,Car,2,0.775
E1A011,Car,3,1.75
E1A011,Car,4,0.9125
E1A011,Car,5,1.6
E1A011,Car,6,0.875
E1A011,Car,7,2.075
E1A011,Car,8,2.25
E1A011,Car,9,2.1875
E1A011,Car,10,1.4375
E1A011,Car,11,1.95
E1A011,Car,12,1.425
E1A011,Car,13,1.0625
E1A011,Car,14,1.0125
E1A011,Car,15,2.0375
E1A011,Car,16,1.425
E1A011,Car,17,2.1125
E1A011,Car,18,-0.1
E1A011,Car,19,1.95
E1A011,Car,20,2.1
E1A011,Car,21,0.6125
E1A011,Car,22,1.075
E1A011,Car,23,1.525
E1A011,Car,24,1.7875
E1A011,Car,25,0.7875
E1A011,Car,26,2.0125
E1A012,Car,1,0.0125
E1A012,Car,2,-0.9375
E1A012,Car,3,-0.5125
E1A012,Car,4,-0.7625
E1A012,Car,5,0.0625
E1A012,Car,6,-0.0125000000000001
E1A012,Car,7,-0.2
E1A012,Car,8,-0.225
E1A012,Car,9,-0.075
E1A012,Car,10,-0.25
E1A012,Car,11,-0.7625
E1A012,Car,12,0.1375
E1A012,Car,13,-0.7
E1A012,Car,14,-0.6125
E1A012,Car,15,-0.425
E1A012,Car,16,-0.475
E1A012,Car,17,0.2375
E1A012,Car,18,-1.2
E1A012,Car,19,-0.85
E1A012,Car,20,0.5125
E1A012,Car,21,-0.3125
E1A012,Car,22,-0.2
E1A012,Car,23,-1.1625
E1A012,Car,24,0.2375
E1A012,Car,25,-0.2875
E1A012,Car,26,0.0624999999999999
E1A013,Car,1,-0.375
E1A013,Car,2,0.5625
E1A013,Car,3,-0.3125
E1A013,Car,4,0.1875
E1A013,Car,5,0.1875
E1A013,Car,6,0.125
E1A013,Car,7,0.6875
E1A013,Car,8,0.4375
E1A013,Car,9,0.2
E1A013,Car,10,-0.6875
E1A013,Car,11,0.25
E1A013,Car,12,0.375
E1A013,Car,13,0.1875
E1A013,Car,14,0
E1A013,Car,15,0.175
E1A013,Car,16,-0.375
E1A013,Car,17,0.5625
E1A013,Car,18,-0.1875
E1A013,Car,19,-0.75
E1A013,Car,20,0.6875
E1A013,Car,21,0.4375
E1A013,Car,22,-0.25
E1A013,Car,23,-0.25
E1A013,Car,24,-0.25
E1A013,Car,25,-1
E1A013,Car,26,0.125
E1A014,Car,1,0.1625
E1A014,Car,2,0.2625
E1A014,Car,3,0.2375
E1A014,Car,4,0.675
E1A014,Car,5,-0.5875
E1A014,Car,6,-0.4
E1A014,Car,7,-0.4125
E1A014,Car,8,-0.2125
E1A014,Car,9,0.15
E1A014,Car,10,0.275
E1A014,Car,11,-0.0500000000000001
E1A014,Car,12,0.375
E1A014,Car,13,1.0375
E1A014,Car,14,-0.3625
E1A014,Car,15,1.4
E1A014,Car,16,0.275
E1A014,Car,17,-0.0125
E1A014,Car,18,-1.575
E1A014,Car,19,-1.45
E1A014,Car,20,-0.15
E1A014,Car,21,0.35
E1A014,Car,22,0.625
E1A014,Car,23,0.05
E1A014,Car,24,-0.15
E1A014,Car,25,-0.7125
E1A014,Car,26,0.2375
E1A015,Car,1,-0.5
E1A015,Car,2,-0.25
E1A015,Car,3,-0.5125
E1A015,Car,4,-0.25
E1A015,Car,5,-0.375
E1A015,Car,6,-0.5625
E1A015,Car,7,-0.2875
E1A015,Car,8,-0.625
E1A015,Car,9,-0.575
E1A015,Car,10,-0.4875
E1A015,Car,11,-0.1125
E1A015,Car,12,-0.0375
E1A015,Car,13,-0.25
E1A015,Car,14,-0.2875
E1A015,Car,15,-0.4125
E1A015,Car,16,-0.4875
E1A015,Car,17,-0.4875
E1A015,Car,18,-0.1875
E1A015,Car,19,-0.525
E1A015,Car,20,-0.475
E1A015,Car,21,-0.525
E1A015,Car,22,-0.7875
E1A015,Car,23,-0.9875
E1A015,Car,24,-0.4625
E1A015,Car,25,-0.1625
E1A015,Car,26,-0.35
