manuscript_profile_id,analysis_record_id,experiment,task_label,mode,face_fni,geometry_fni,scenery_fni,mean_category_fni,4_nf_daily,average_category_fni_daily_nf,4_food/cuisine,4_places/activities,4_movies or videos,4_restaurant,4_clothes,4_digital games,4_books or magazines,4_snacks or treats,plot_order,average_rug_unit,jitter_face,jitter_geometry,jitter_scenery,jitter_food,jitter_places,jitter_movies,jitter_restaurant,jitter_clothes,jitter_games,jitter_books,jitter_snacks,daily_line_order
P069,A219,5,Task 5,online,1.0070588235294118,-0.6348529411764705,0.2998529411764706,0.2240196078431372,-0.125,0.0495098039215685,2,-2,-2,1,2,-2,-2,2,68,-0.991560681399684,-0.0721323094013012,-0.0231597608656103,0.0489078686900282,-0.1472624625805945,-0.016387749223042,0.0768783032075441,-0.0359627878049091,-0.0267082600238995,0.0650355969662622,-0.0753327380401934,0.1404629989956068,39
P070,A220,5,Task 5,online,-0.133970588235294,0.3232352941176471,0.6220588235294116,0.270441176470588,1.0,0.6352205882352941,2,1,1,0,0,2,1,1,69,-0.6914284125009202,0.0355224389583774,0.0356065427814769,-0.0857916781960127,-0.0607680462133758,-0.0729695237660435,0.1155189961691765,-0.0697769970977459,0.1398216469306562,0.1127002455341523,-0.050582456139333,0.0439396350296739,-1
P071,A221,5,Task 5,online,0.8616176470588233,0.9345588235294116,0.564705882352941,0.7869607843137251,1.875,1.3309803921568626,3,3,3,1,-2,2,3,2,70,0.9212210080441132,0.127296074351735,0.068370371335785,0.0800911901071307,0.1040260287155161,0.0350219336689475,0.1327842189161413,0.1473819165334447,0.1454688055691792,0.101185510544052,-0.0695910790866924,0.0057697264951798,28
P072,A222,5,Task 5,online,0.3227941176470586,-0.7919117647058823,-0.3702941176470587,-0.2798039215686273,0.625,0.1725980392156862,2,2,1,-1,0,2,0,-1,71,0.326783604646016,0.1085359775511603,-0.0978710028557447,-0.0338990137424615,-0.1095150274468287,-0.1245133513955872,-0.081681023439792,-0.085551760801389,0.1035120482664993,-0.102494646503328,-0.1284434852223514,0.127681913290405,11
P073,A223,5,Task 5,online,-0.4377941176470587,-0.6030882352941174,-0.4055882352941175,-0.482156862745098,2.0,0.7589215686274507,2,2,2,2,2,2,2,2,72,0.3329428355120118,0.0557248723612958,-0.0185056250895883,0.0815726323054205,-0.0594304819092819,0.1055781138997554,-0.1375001505325929,0.1076654644071761,0.0723100629110235,-0.0076722114099151,-0.0068491564744752,0.0763550078789422,-1
P074,A224,5,Task 5,online,0.3148529411764706,-0.4333823529411762,-0.7616176470588234,-0.2933823529411763,-0.375,-0.3341911764705881,1,-2,-3,-3,2,2,1,-1,73,-0.0062310854968736,-0.0789233522500019,-0.0353890029384889,0.0900189628575086,0.059718036503577,-0.1406245942940446,-0.1145887446350882,-0.0351890852782821,-0.1106815876842645,0.1446128828160609,-0.1273979853349102,0.1121582908506242,-1
P075,A225,5,Task 5,online,-0.0833823529411762,-0.3344117647058823,-0.4866176470588236,-0.3014705882352941,-1.625,-0.9632352941176472,-1,-2,-2,-1,-2,-1,-3,-1,74,0.2851198025118155,-0.1250095024940028,-0.0970959373440603,-0.1108307034875499,-0.1354933152657545,0.1390584546016304,0.1157916412428803,0.1362649669354242,0.0703633518566156,-0.0988007261796234,-0.1346937073323377,0.0072495405188448,-1
P076,A226,5,Task 5,online,-1.86,-0.1526470588235293,-0.4258823529411763,-0.8128431372549018,2.0,0.593578431372549,2,2,2,2,2,2,2,2,75,0.0751638117192849,-0.0207411655516909,8.689615081838076e-05,-0.0936555498355944,0.0533743617129319,-0.0724423854389054,-0.0239635986978017,0.1014125116845835,0.0284608831481442,0.0983964547829083,-0.020817723544629,-0.0817552176562245,55
P077,A227,5,Task 5,online,-0.2958823529411763,-0.2486764705882353,0.0208823529411764,-0.1745588235294117,0.625,0.225220588235294,2,0,1,-1,2,-1,0,2,76,0.1895354509118343,-0.0556254294814945,-0.0298649779009773,0.1257582331343855,-0.0787688576534169,0.0455129130215913,-0.0202287981737135,0.0966515948459291,0.1485186248160846,-0.0352717890149577,-0.1245670151840853,0.1345915585028041,49
P078,A228,5,Task 5,online,0.3841176470588235,0.8522058823529411,-0.9557352941176472,0.0935294117647058,-0.25,-0.078235294117647,-1,-1,1,-1,-2,1,-1,2,77,-0.2253098716405591,0.1286159501453569,-0.0203446959148753,0.0170522714977386,-0.1309238114243311,0.0444666822322532,0.081923019086704,-0.1289512762272103,0.1374627159415859,-0.121818559590457,0.115097732433479,-0.112205473084578,-1
P079,A229,5,Task 5,online,-0.4147058823529409,0.2519117647058822,-0.801176470588235,-0.3213235294117646,0.75,0.2143382352941176,3,3,-2,3,-1,3,-2,-1,78,-0.5968765142308916,0.0863862800700528,-0.0268304569876266,0.0787721146400515,-0.0619877137099988,-0.0385813159129679,0.1163821223330062,-0.0837608438399189,0.0932790711184147,-0.1144542815796378,0.0233710944178947,-0.0083224335818474,2
P080,A230,5,Task 5,online,0.4391176470588235,-0.2745588235294118,-0.4276470588235293,-0.0876960784313725,1.625,0.7686519607843137,2,2,2,2,-2,2,2,3,79,-0.1406008796910087,-0.0180932242680711,-0.0180662231738761,0.1107098972096965,0.149704286492187,-0.0721415379426179,-0.0487196553277505,-0.0376603487140442,-0.051523046877334,-0.1374252643065662,-0.0703897310789498,0.133470026353082,51
P081,A231,5,Task 5,online,0.193235294117647,-0.1848529411764705,0.0479411764705882,0.0187745098039215,-0.25,-0.1156127450980392,-1,-2,0,-1,1,0,-1,2,80,0.0420020814263806,0.044608677178445,0.0315062221866282,-0.1285162010465631,-0.1247954736952944,-0.0844656026390804,-0.0393793851754712,-0.007074194805364,0.030165787331795,0.1289975899852371,0.103793531363152,0.0138010698616714,-1
P082,A232,5,Task 5,online,-0.2642647058823526,0.0702941176470587,0.0123529411764705,-0.0605392156862743,2.5,1.2197303921568627,2,3,3,3,3,2,2,2,81,0.9496037100429569,-0.1132912145815612,0.0460764789723778,-0.0063033945181047,-0.1382064814600974,0.0898200260486932,0.1204845849847538,-0.1311764612833401,-0.1409597377842793,0.0720112783020487,-0.1479436383012011,-0.1404204513701312,54
P083,A233,5,Task 5,online,0.2013235294117646,-0.0838235294117647,-0.5223529411764704,-0.1349509803921568,0.25,0.0575245098039215,-1,-1,1,-1,1,2,0,1,82,0.0188853348693327,-0.0539329398363185,-0.0245589115136232,0.0423272697162185,0.1308408396783735,0.0003954282212464,0.1324343088269796,-0.1424612066129414,-0.1039908496783419,0.0352582215368466,-0.0897142269269611,-0.0677030388833996,-1
P084,A234,5,Task 5,online,0.6160294117647059,-0.6848529411764706,-0.691764705882353,-0.2535294117647057,-0.875,-0.5642647058823527,-1,-3,-2,-1,-1,1,1,-1,83,0.5463853344122576,0.0343678112347787,0.0335371457258875,0.1148835702724923,-0.1281414909353305,0.095678699014416,-0.0087964110399783,-0.0119573980728509,0.1274898132326645,-0.1016604596965797,0.1361890704863799,0.100267593733035,-1
P085,A235,5,Task 5,online,0.065735294117647,0.0733823529411763,-2.2794117647058822,-0.7134313725490194,-1.25,-0.9817156862745096,-1,-2,-2,-2,-2,-1,0,0,84,0.8148275801927323,-0.0230758845226727,-0.1178530804237238,0.0851893765225297,0.0152796331659253,0.1363870452461943,0.120532838076385,-0.0557061617461077,-0.1153505975882274,0.0719041951613142,0.0608021323147649,0.1309690284451758,-1
P086,A236,5,Task 5,online,0.4354411764705882,-0.123235294117647,-0.4070588235294118,-0.0316176470588235,0.375,0.1716911764705882,1,2,-1,-1,-2,1,2,1,85,-0.7574111084558715,-0.0933944696849167,-0.0795787376985891,0.1045123773729829,-0.0781797473823594,-0.0257143819628323,0.1398358117086377,0.02584119169895,0.0971108216065359,0.1018124589114142,-0.1059076807846791,-0.1339477616436957,12
P087,A237,5,Task 5,online,0.0805882352941175,0.6655882352941174,0.1026470588235294,0.2829411764705882,1.875,1.078970588235294,1,2,3,2,1,2,2,2,86,0.8216080357935786,0.059197239580985,0.0355140393760634,0.1211653764517666,-0.0560415042812391,0.1419111025014807,0.0384385728393029,0.0687990577801805,0.1150666739522061,0.1101199114892385,-0.0979648271832705,-0.1053046669411315,22
P088,A238,5,Task 5,online,0.6538235294117645,0.4477941176470586,0.4444117647058822,0.5153431372549017,0.125,0.3201715686274507,1,-1,-1,-1,-1,0,2,2,87,-0.3967091907949107,0.1228354741817154,0.0417707187486724,-0.1150295486663256,-0.0195946626735328,0.1446105207964067,0.1118950032747021,0.0903377432999624,-0.1335376447004716,-0.0118585064102704,0.0842398788331526,-0.0650126765774135,18
P089,A239,5,Task 5,online,0.5439705882352939,0.2799999999999999,-0.5339705882352938,0.0966666666666664,-1.0,-0.4516666666666666,-1,-1,-2,-1,-1,-2,-1,1,88,-0.5319828798056917,0.1072611936304492,-0.0886753439333972,0.082907930149121,-0.0728412105583814,-0.0494863046689804,-0.0305799382027579,0.1061071714540842,-0.0686251459420861,0.0258631877322457,0.1371625533295401,-0.1037813634606929,-1
P090,A240,5,Task 5,online,0.394705882352941,-0.5483823529411764,0.3054411764705882,0.0505882352941176,1.0,0.5252941176470588,2,0,-2,2,2,2,0,2,89,0.1668678434705863,0.0536941646785299,-0.1098025075219808,0.0744043868409688,0.1297624921704004,-0.1028673096368797,-0.0613274168850816,-0.0036982068596347,0.058859697449014,-0.1419706429240104,-0.0458147993545481,0.0419084246616812,37
P091,A241,5,Task 5,online,0.0620588235294117,-0.1629411764705882,0.2017647058823529,0.033627450980392,0.125,0.0793137254901958,-1,-1,0,1,0,1,1,0,90,-0.7491504879506654,0.0638234796143141,0.1237039006584305,-0.1281682112350459,-0.1104293382735882,-0.00665276879336,0.0569091300427286,0.1041613900679592,-0.0174604977918182,-0.1360832711180099,0.0336753397673755,-0.1213827756934396,-1
P092,A242,5,Task 5,online,1.1557352941176473,0.2794117647058823,1.1570588235294117,0.8640686274509802,0.875,0.86953431372549,-3,1,1,2,2,-1,3,2,91,-0.9404471844177587,-0.0413299414438028,-0.1035691209184718,-0.0691011096855112,0.0495774207933385,0.1423204588119824,-0.1315330691612507,-0.0206770746821398,0.0444893502081301,-0.0331330242539968,-0.1152842154677072,0.026052450399629,-1
P093,A243,5,Task 5,online,-0.0426470588235293,0.7885294117647059,-0.1016176470588234,0.2147549019607843,1.5,0.8573774509803922,2,2,0,2,1,1,2,2,92,0.92655429032027,-0.1258764865821996,-0.1247993224081977,-0.0590949519192739,0.0077653285240503,0.1180583012400509,-0.1270187769303513,-0.1404471509186534,0.0258149143828201,0.131354809379318,0.0130361010580071,0.1007183467509029,-1
P094,A244,5,Task 5,online,-0.1197058823529412,0.4201470588235293,-0.2219117647058823,0.0261764705882352,0.75,0.3880882352941176,2,1,-2,3,3,-2,-2,3,93,0.7304804317629334,0.0965342652571296,-0.0979930851563514,-0.0647372403253383,0.1145710543984783,-0.0321450837625833,0.104690185829896,-0.0012464025359129,0.0490761137621825,-0.0295521511036275,0.0260926049536472,-0.1075282093034882,-1
P095,A245,5,Task 5,online,-0.1041176470588235,0.1516176470588235,-0.227205882352941,-0.0599019607843137,1.375,0.657549019607843,2,2,-1,2,2,3,0,1,94,-0.6032495765857262,0.1116850918389338,-0.0508811918274596,-0.0446751171744909,-0.0991903490379923,0.069712946243547,-0.0933707937231939,0.0599608026956229,-0.0192253919018545,-0.0155836780947682,0.078069303169,-0.0665743025959336,-1
P096,A246,5,Task 5,online,0.6536764705882353,-0.3717647058823527,-0.6477941176470587,-0.1219607843137254,1.0,0.4390196078431372,0,2,-2,2,2,2,0,2,95,0.7920482875382892,0.0563594737170182,-0.0680185152126793,0.0425363705569979,-0.0408503687717524,-0.0673558026743834,-0.0609294732175496,-0.0494969737561206,-0.1442850128012314,-0.0437233843823885,0.1409522519566091,0.1316002438559384,47
P097,A247,5,Task 5,online,0.4091176470588234,-1.9025,-1.811029411764706,-1.1014705882352942,1.875,0.3867647058823529,3,1,-2,2,3,3,2,3,96,-0.9356297503913574,-0.1045323097017992,0.0652152355188165,-0.0262307533641733,-0.1051239996412678,0.0341258182638448,-0.0091201798017839,-0.0165325193903641,0.1391032402988431,-0.0686805368418675,0.0756389982007797,-0.0832220396879981,-1
P098,A248,5,Task 5,online,-0.1955882352941175,-0.3769117647058822,0.7811764705882352,0.0695588235294117,-1.125,-0.5277205882352941,2,-2,-3,-1,-2,-2,-2,1,97,-0.6088652366632916,0.0845118430001153,-0.0732911824285957,0.0617912274644907,0.0610183586228216,-0.0973785310726889,0.0186006046737015,0.0832141549322532,-0.0579084102248544,-0.0056163417971668,-0.1194062256585091,0.1020209632483365,3
P099,A249,5,Task 5,online,-0.0045588235294117,0.8769117647058821,0.1327941176470587,0.335049019607843,-0.875,-0.2699754901960784,0,0,-2,0,-2,-2,-3,2,98,-0.0358819524948192,0.0461379087240538,-0.0572058340300876,0.112010811037958,-0.0170794419580907,0.020370622400606,0.1099403685365386,0.0961504306680767,0.0726767375175338,-0.023630363861223,0.0757065844103194,0.0682450017200092,66
P100,A250,5,Task 5,online,0.7338235294117647,-0.4013235294117645,-1.2017647058823533,-0.2897549019607841,-2.25,-1.269877450980392,3,-3,-3,-3,-3,-3,-3,-3,99,-0.331013621378262,-0.0957961209214474,0.0644104271030802,-0.1038972518433561,-0.0876975783412396,0.0063543759734493,-0.1472954580517441,0.0349970619541778,-0.0252134491476394,0.1492687040992389,-0.1424923434625386,0.1069512849679027,-1
P101,A251,5,Task 5,online,-0.1326470588235294,-1.6913235294117646,-0.8974999999999999,-0.907156862745098,-1.875,-1.3910784313725493,-1,-3,-2,-2,-2,-3,-3,1,100,0.4445474276515222,-0.0196390988141121,-0.0731150362753359,0.0477474949770127,-0.1261572866627019,-0.0919279417359027,0.0490118708040264,0.1153617752776423,-0.012326040892143,-0.0294021772865167,0.0915075533649239,-0.0149048552082734,-1
P102,A252,5,Task 5,online,0.6707352941176468,-0.5222058823529414,-0.4263235294117647,-0.0925980392156861,0.875,0.3912009803921567,2,1,-1,2,0,3,-1,1,101,-0.2996978729107093,0.1127915595464032,0.0801809687304878,0.0642276931328733,-0.078297385520947,0.0854782256754328,0.0608690606181156,-0.120150296432963,0.0469535332144661,-0.0737399201273007,0.1067922165939133,-0.1196465276858131,-1
P103,A253,5,Task 5,online,0.460735294117647,-0.0602941176470587,-1.0473529411764708,-0.2156372549019608,1.25,0.5171813725490196,2,3,-1,-2,2,1,2,3,102,0.2067300211162717,-0.0923696455785354,0.0454371613313235,-0.013613960231603,-0.0070905803710954,-0.1333997673747776,0.0224141025993785,0.1410930947693057,0.1023637253478675,-0.0083148389377604,0.0894859369249423,-0.0401927827066011,8
P104,A254,5,Task 5,online,0.5474999999999998,-0.1376470588235294,-0.3199999999999999,0.0299509803921567,0.5,0.2649754901960784,2,1,-2,1,2,1,-2,1,103,-0.6570274946217814,-0.0127512762071922,0.0285037676431162,0.1151475253074325,0.1054326252442233,0.0596116100181705,0.0248499431979841,-0.0793120875769792,0.1155058535152414,-0.105180929233917,-0.0333425654729737,0.1313052596363727,-1
P105,A255,5,Task 5,online,1.1597058823529411,0.3429411764705883,0.876470588235294,0.7930392156862744,0.0,0.3965196078431372,2,-1,-3,2,-2,2,-2,2,104,0.3995064365138509,-0.1243535328425357,-0.0598801689606177,-0.0904971924970452,-0.0564605363391122,-0.0808379105322459,-0.1014299517688689,-0.0272458208397848,0.1071632089277575,-0.0075879493362458,-0.0286161794329454,0.0427635809822499,42
P106,A256,5,Task 5,online,0.4472058823529411,0.5210294117647057,0.4816176470588233,0.48328431372549,0.625,0.554142156862745,1,0,2,2,-1,1,-2,2,105,0.7800049077699822,0.0278451496979768,0.1120082147917431,-0.0787825962444606,-0.0689458243618159,-0.0235853113029102,0.0298159976181931,0.1407222228054035,0.0424525670204915,0.1187103601842597,-0.1057414351250347,-0.0996105381868314,67
P107,A257,5,Task 5,online,0.7595588235294117,0.3176470588235292,0.1569117647058823,0.4113725490196076,0.5,0.4556862745098039,2,2,-3,-1,0,3,2,-1,106,0.4598636409917168,0.0291479274613326,-0.1180042779760535,-0.0795432145931111,0.144810868619176,0.0667528627647494,0.0542551127608226,0.0519214786121572,-0.0298374521504435,-0.0518620095560268,-0.0885426353312794,-0.0090564901370151,-1
P108,A258,5,Task 5,online,0.1324999999999999,-0.3973529411764705,-0.3699999999999997,-0.2116176470588234,1.75,0.7691911764705882,2,2,1,2,1,2,2,2,107,0.4723506684185909,0.0082048512559707,0.0984607259003399,0.0794279824600386,0.0134340420117989,0.0893809679049886,0.00586584392267,0.1062090421256697,-0.0490799304429596,-0.087387994237211,0.1426653451898652,0.0265900664866094,-1
P109,A259,5,Task 5,online,0.5145588235294118,-0.0222058823529411,0.1091176470588235,0.2004901960784314,-0.375,-0.0872549019607841,1,-2,-2,-2,-2,2,2,0,108,-0.7757225311842708,0.090540461369952,-0.059520834529483,0.1193220732507012,-0.0713534468034579,-0.0437029411605502,-0.0917803445347154,-0.1008304072989952,-0.1193583661038836,-0.1092025010062451,0.0356534843815349,-0.112000916602701,-1
P110,A260,5,Task 5,online,-0.2492647058823528,-0.2201470588235293,0.2377941176470587,-0.0772058823529409,3.0,1.4613970588235294,3,3,3,3,3,3,3,3,109,-0.5615827057340003,-0.0846485488158213,0.0303491289871886,0.0671561676722809,-0.0988025197786011,-0.1204218391155813,0.06416568910345,0.0911790153128436,0.1073309546018304,0.149937590602907,0.0325462998414922,0.0158980674011745,61
P111,A261,5,Task 5,online,-0.3027941176470587,1.1592647058823526,-0.5075,0.1163235294117646,1.25,0.6831617647058823,2,2,2,2,1,0,-2,3,110,0.3547622467600457,0.0498121368857041,0.0634228127866569,-0.1297705445525737,-0.0454195171884871,0.0162300950115145,0.0181871046894614,0.1157000388986027,-0.1114590054313706,0.0152078169954903,-0.1271220163345843,-0.0722110321101248,-1
P112,A262,5,Task 5,online,0.2533823529411765,-0.164705882352941,0.0210294117647059,0.0365686274509803,0.125,0.0807843137254902,2,1,-2,-1,-1,2,-2,2,111,-0.1548079568588973,0.0193663727990796,0.095032897099023,-0.0476602811310224,-0.1311294311720533,-0.1490846510003271,0.1064849880835661,0.1055085790844594,0.1197877337059569,0.1470687348221667,-0.0047087560366344,-0.0195618412256544,-1
P113,A263,5,Task 5,online,0.2724999999999999,0.1958823529411765,0.0417647058823528,0.1700490196078431,0.5,0.3350245098039215,2,1,0,-2,0,1,2,0,112,0.9655833577856724,-0.1150324347424102,0.0662837414171411,0.0347120624135313,0.0091699469191051,0.0791277311160445,-0.07490777187526,-0.0938459615795601,0.1245547083329306,-0.1063342106935057,0.1243118582144952,-0.0607806240210935,27
P114,A264,5,Task 5,online,-0.1464705882352939,-0.0604411764705882,-0.3172058823529411,-0.1747058823529411,0.0,-0.0873529411764703,2,-1,-1,-1,-1,1,-1,2,113,-0.7116723204516959,-0.0868859446351012,-0.0255451498190628,-0.0805308255819369,-0.0997010775538612,0.1302961158495707,-0.1201637488428608,-0.0057323745547902,0.0609467890845886,-0.0916054908515803,0.0366621797628218,0.0094043371066837,-1
P115,A265,5,Task 5,online,-0.2382352941176469,-0.0852941176470587,0.0020588235294116,-0.107156862745098,-1.0,-0.553578431372549,1,2,-2,-2,-3,-1,-1,-2,114,-0.6061740213780769,-0.0108177871780364,0.0352658944336092,0.0214925785082727,-0.0257283725387731,0.1053671475540655,0.0279032112413608,0.1196257659080199,0.1240008599383549,-0.0555529079281961,0.061787839027582,-0.0353054218735466,68
P116,A266,5,Task 5,online,0.2276470588235294,0.1980882352941175,-0.1554411764705881,0.090098039215686,0.125,0.1075490196078431,1,-1,1,-2,0,0,1,1,115,-0.7045628128546872,0.1176719686574232,0.0917830301177638,0.125903129927498,-0.1366464591169925,-0.0041100399977526,0.0662120517136974,0.103950418287461,0.0444578369800378,-0.0711201133688786,0.1399145551986769,-0.0374491356282068,-1
P117,A267,5,Task 5,online,0.546470588235294,-0.6066176470588233,-1.0086764705882354,-0.3562745098039215,1.25,0.446862745098039,2,1,2,-1,3,0,1,2,116,0.2926758226052911,0.0908291696737271,0.0523910906241511,-0.0332951722304146,0.1022606084295898,0.0182457183669639,0.1118081483497585,-0.0638041409454462,-0.1022374392207437,-0.0938494445728165,-0.1061012390142877,-0.0787688467734763,-1
P118,A268,5,Task 5,online,-0.5341176470588234,0.0570588235294115,-0.2961764705882353,-0.2577450980392155,2.125,0.933627450980392,2,2,3,3,1,3,2,1,117,0.350334800641347,0.1020558718085421,-0.1242281132481492,0.0577223550092594,0.1163990719300891,-0.1219806623644051,-0.1453586386770076,-0.0061197595514363,0.0309209254651027,0.0779651929183401,0.0565892158929989,0.0113342509271863,-1
P119,A269,5,Task 5,online,0.0045588235294117,-0.8239705882352941,-1.4692647058823527,-0.762892156862745,-0.125,-0.4439460784313725,0,2,-2,1,2,-1,-3,0,118,-0.1750492785263251,0.0885694157048045,-0.0600790541220056,0.0723879129069302,-0.0850588520978318,0.0414655224366076,-0.0097753095038578,0.0305935229681273,0.1074455211413144,-0.0643552721947253,0.0507202614831809,0.0012457011552097,-1
P120,A270,5,Task 5,online,1.126029411764706,0.3310294117647056,0.0327941176470588,0.4966176470588235,-0.75,-0.1266911764705882,2,-1,-2,1,-2,-2,-3,1,119,-0.9286009021886664,-0.0337350750973687,-0.0625027853872213,-0.0482831757675884,-0.0275554196173538,-0.0549562726713041,0.1244732868102597,-0.0481581867382342,0.0360443099339501,0.0199847524419243,0.1261347897569243,-0.1046921155740025,-1
P121,A271,5,Task 5,online,-0.0785294117647058,-0.6283823529411762,-0.5916176470588234,-0.4328431372549019,0.75,0.158578431372549,2,0,0,-1,2,1,0,2,120,0.667234464732541,-0.0287467820355464,0.0624503211582127,0.064841401730323,0.0908573850623635,0.0427585059395187,-0.1428256522681619,-0.0207612128810771,-0.1439298052889831,-0.0416190656856496,0.022780594004652,0.0530409960910425,21
P122,A272,5,Task 5,online,-0.0727941176470588,1.7114705882352943,-0.1960294117647058,0.4808823529411764,1.625,1.0529411764705885,3,3,3,-1,3,-1,0,3,121,-0.4860585837350848,0.0285800151562821,0.0817705334472498,0.0335336889850657,0.0424084627294721,-0.1287951618925566,-0.0071289896472713,-0.1373606966419981,-0.0147854899410901,-0.0393452172453458,-0.1341715137058835,-0.0723457788924925,46
P123,A273,5,Task 5,online,-0.1954411764705882,-0.1698529411764705,-0.3969117647058824,-0.2540686274509804,0.5,0.1229656862745097,2,0,-1,1,0,2,-1,1,122,-0.3134435400613875,0.0594601412535731,-0.1157239143280157,0.0438529136862289,0.0353359310927615,-0.0943424462945137,-0.0171909855838225,-0.042660450787383,0.0299553439549816,0.0630493777592367,-0.0213818600388536,0.0509972358913442,-1
P124,A274,5,Task 5,online,0.002941176470588,0.128970588235294,-0.4501470588235294,-0.106078431372549,0.875,0.3844607843137253,2,3,-2,2,3,0,-3,2,123,-0.7812629143806572,-0.0354646934902149,-0.0582176402338636,0.1029587091052668,0.024992998321479,0.0892993706815383,0.0618739451930456,0.0896650263036139,-0.130213667845426,-0.0045063023044346,-0.0090884731521304,0.0797062677067442,45
P125,A275,5,Task 5,online,0.0558823529411763,1.0336764705882353,-0.1727941176470587,0.3055882352941176,0.625,0.4652941176470588,2,1,1,1,0,-1,0,1,124,-0.7749766823806133,-0.0718069242182013,0.0558195900995379,-0.0628231819840476,0.0105505897661889,-0.0935245481112703,0.1232901107240376,-0.0996149957003873,-0.0511995233690629,-0.1001310407490435,-0.0119060850057886,-0.0448773066423502,-1
P126,A276,5,Task 5,online,0.0292647058823529,0.3473529411764704,-0.0716176470588233,0.1016666666666666,0.75,0.4258333333333331,1,1,1,0,1,1,0,1,125,-0.8840539513062243,-0.0404030343465653,0.0155323851631932,0.0440325555629381,0.1093764233643425,-0.0600074442451474,-0.0465598293594699,-0.0079341619397738,-0.028466617522818,0.0464389878024834,-0.067509497171377,-0.0360427053322409,-1
P127,A277,5,Task 5,online,0.8998529411764706,0.3247058823529411,1.1513235294117643,0.7919607843137254,1.5,1.1459803921568628,2,2,0,2,2,0,3,1,126,-0.3099173552550431,-0.0344700464924136,-0.1150475053173214,0.1067767255247283,0.00260889899107,-0.0841128572736444,0.1199687776488381,0.0599532655962395,-0.0388685519776465,0.1381117765610463,-0.0613573382705622,0.0986004096689666,-1
P128,A278,5,Task 5,online,0.0457352941176469,-0.6117647058823531,-1.0588235294117645,-0.5416176470588235,0.125,-0.2083088235294117,-1,0,1,-1,1,2,0,-1,127,-0.1893382884421445,-0.0445789640806393,0.0573629928018827,-0.0528328864389878,0.0298208116771148,0.0800504740983264,0.1109068578945,0.1459347073189435,0.0509343424590619,-0.0831877169124202,-0.1419595118254166,0.1269334114981776,4
P129,A279,5,Task 5,online,-0.100735294117647,-0.165,-1.4676470588235293,-0.5777941176470585,2.125,0.7736029411764705,3,3,-1,3,3,2,2,2,128,0.0040552590381222,-0.0705468150746002,0.0868462616302874,0.1153324750112085,-0.1332253066543465,-0.0240905161980283,0.0069981035782127,0.0410107897980791,0.1078741493498984,-0.0708352628987121,-0.1273013771702138,0.0481989169255349,-1
P130,A280,5,Task 5,online,0.2432352941176471,0.467205882352941,1.6591176470588238,0.7898529411764706,1.125,0.9574264705882352,2,2,-2,2,2,-1,2,2,129,0.8157511694068647,-0.1209509701466113,-0.060693053880667,-0.0916040388629432,0.1450883465721249,-0.0828268832376291,0.0655480049240829,-0.0799953604083619,-0.0575018569756175,0.0523808431808117,0.029917528765471,0.1138821412400618,-1
P131,A281,5,Task 5,online,-0.6033823529411763,-0.3222058823529411,-0.5533823529411765,-0.4929901960784313,1.25,0.3785049019607841,2,2,-1,2,2,2,2,-1,130,-0.8512295224775823,0.1134048655921247,0.1262531558299342,-0.0367246188831482,0.0331446832945228,-0.1032161501887694,-0.0421821748151956,-0.1282859756118132,0.0567440390341324,0.1106600404579015,0.0706194674720899,-0.122880257355338,-1
P132,A282,5,Task 5,online,0.2525,-0.1397058823529411,-1.4554411764705883,-0.4475490196078431,0.5,0.0262254901960784,1,1,-2,1,2,-1,0,2,131,0.261294341364809,-0.1037699650001717,-0.0282038877681918,0.1126904695870885,0.1433895140136012,0.14418385696627,-0.1186526913772671,0.1386112839809194,0.0737004398781217,-0.1263971504399328,0.1325162009443419,0.0970418792532117,-1
P133,A283,5,Task 5,online,0.4677941176470588,0.8829411764705883,-1.091764705882353,0.0863235294117647,0.375,0.2306617647058822,2,1,-2,0,-1,2,-1,2,132,0.5637819698300286,-0.0801300970479769,-0.1211544017940059,-0.0743630443653423,-0.033928339246859,0.0476552214576742,-0.0588582542773712,0.0020567748313166,-0.0556139508459681,-0.1311157748910908,-0.0319618138093609,-0.1303222150788419,-1
P134,A284,5,Task 5,online,1.403529411764706,-0.2616176470588235,-1.1936764705882352,-0.0172549019607841,1.625,0.8038725490196079,2,1,2,3,1,3,-2,3,133,-0.291726543155573,0.1102139579025976,-0.0153040014497407,-0.1033740306730941,-0.077738031174106,-0.1438595263661333,0.0244337203202241,-0.143768304184611,-0.0077345462709857,0.1421222330649772,0.0879135705231934,-0.1222434816495726,-1
P135,A285,5,Task 5,online,0.0848529411764705,0.2057352941176471,0.3755882352941176,0.2220588235294117,1.25,0.7360294117647058,2,0,2,3,0,3,1,-1,134,-0.9401647500733948,0.0542083407945734,-0.0876571131833062,0.0614782099208057,-0.1290541562257719,0.142462129996015,-0.1299972845259976,-0.0995098330895114,0.0298872873777602,-0.0411540129326695,0.0259375916693934,0.0031785450074472,30
P136,A286,5,Task 5,online,0.0976470588235294,0.5963235294117647,-1.0601470588235298,-0.1220588235294118,-0.75,-0.4360294117647057,-1,-2,-2,-2,-1,1,0,1,135,-0.2768068436627634,0.1211281014253751,0.0151182984577609,0.0410227824840355,0.0105876780070881,0.10677088147552,-0.0945845318615392,-0.0728046935249365,-0.0150655612229404,0.0576652692221633,-0.1039115970290178,-0.1408887468654404,34
