manuscript_profile_id,analysis_record_id,experiment,task_label,mode,face_fni,geometry_fni,scenery_fni,mean_category_fni,4_nf_daily,average_category_fni_daily_nf,4_food/cuisine,4_places/activities,4_movies or videos,4_restaurant,4_clothes,4_digital games,4_books or magazines,4_snacks or treats,plot_order,average_rug_unit,jitter_face,jitter_geometry,jitter_scenery,jitter_food,jitter_places,jitter_movies,jitter_restaurant,jitter_clothes,jitter_games,jitter_books,jitter_snacks,daily_line_order
P011,A035,3,Task 3,lab,-0.2926470588235294,-0.5867647058823529,-1.3323529411764707,-0.7372549019607842,1.875,0.5688725490196078,1,2,2,3,3,2,1,1,10,-0.1404100575453609,0.0524547688110234,0.0277363832882043,-0.0731803663296009,-0.0728730495712782,-0.1451848762337913,0.0518585162658447,0.1119179004142363,-0.0689848803312175,-0.1328892657261185,0.0821848075823223,0.0240096128751253,-1
P012,A036,3,Task 3,lab,1.1,-0.4264705882352938,0.0926470588235294,0.255392156862745,-1.625,-0.6848039215686273,-2,-2,-3,-2,0,-1,-2,-1,11,0.1569127456677192,-0.0804362772888977,-0.0911374017018428,0.0158359700742334,-0.0638527843228186,-0.0070642319521363,0.1435170756619826,0.0811650671220094,0.1463440636525582,0.0891420904670728,0.0697742420002964,-0.0697139573685642,-1
P013,A037,3,Task 3,lab,-0.077941176470588,0.1102941176470588,-0.325,-0.0975490196078429,0.0,-0.0487745098039214,3,-1,-1,-2,1,0,-1,1,12,0.6534785839934149,-0.0261894439428063,-0.1161158846708794,-0.0825117645755599,0.0545582385413541,0.0421653593962414,-0.1019858050901753,0.06669716645389,-0.0891124994252506,-0.1276864637230411,-0.1480628370845722,-0.1412891586068867,1
P014,A038,3,Task 3,lab,0.6941176470588236,0.375,-0.8073529411764706,0.0872549019607841,1.5,0.7936274509803922,3,3,2,2,1,0,-2,3,13,-0.6241979047148347,0.0741352881796566,0.1115963975677989,0.0450125869275969,-0.1394799439100702,-0.1150699501509251,-0.12130191590319,0.0889036270666189,-0.0367268225151465,-0.1386817818529307,0.0274761035398408,0.0037895671617355,-1
P015,A039,3,Task 3,lab,0.0249999999999999,-0.0999999999999997,-0.277941176470588,-0.1176470588235294,0.5,0.1911764705882353,3,2,-1,0,0,0,-1,1,14,0.8242554928300647,-0.0098752892493078,-0.0323088891187029,-0.0489138283396819,0.0148377020065883,-0.0995371122798506,-0.0847702504759664,-0.0176885340713512,-0.090188842841849,0.0215534077283783,0.1383677627105665,-0.0880017412609482,65
P016,A040,3,Task 3,lab,-0.2749999999999999,-0.686764705882353,0.0661764705882351,-0.2985294117647058,0.625,0.163235294117647,3,3,2,-1,-1,0,0,-1,15,0.6852273879677768,0.1116604271344489,0.0700788119433381,0.0327418560861126,-0.1215155606213679,-0.0221853927786575,-0.0169385826857973,0.0514119159976963,-0.0236955272033564,0.1273710957540827,0.0618995287349071,-0.0779990417875471,57
P017,A041,3,Task 3,lab,-0.0308823529411762,1.411764705882353,0.4102941176470588,0.5970588235294118,-0.75,-0.0764705882352939,-2,1,-3,-1,-2,-1,0,2,16,0.947135670491545,-0.0792774444618757,0.0235547353138469,-0.1215326313063507,-0.0631135644037763,-0.1263724487114641,0.0072221506817038,-0.0316764775213254,-0.0914617216164073,-0.1390901112326734,-0.0955350728769349,-0.1346867826453944,60
P018,A042,3,Task 3,lab,-0.4764705882352942,-0.2352941176470587,-0.1235294117647058,-0.2784313725490195,0.0,-0.1392156862745097,-1,-1,-1,1,2,3,-1,-2,17,-0.2488793244822218,0.0873709282221015,-0.0108277550847033,0.1009535003756817,0.0143142859110682,0.1245723331985182,0.0312733144869841,-0.1109467010037954,-0.0547324235347523,-0.0042405359671642,0.1056156570403354,0.0830533883943599,24
P019,A043,3,Task 3,lab,0.1558823529411765,-0.525,-1.4867647058823528,-0.6186274509803918,0.875,0.1281862745098039,-1,0,1,2,2,2,0,1,18,-0.9567440626750188,0.0878013791417048,0.1141446521377415,0.0816095872212845,-0.0320912347545617,0.1486461272640622,0.0835521371173784,-0.0709227817862758,-0.141637446868169,0.066097291778306,0.0183364489276869,-0.028001167530826,-1
P020,A044,3,Task 3,lab,-1.0588235294117647,0.7941176470588233,0.3529411764705882,0.0294117647058823,-0.625,-0.2977941176470588,-2,-1,-2,-1,1,1,0,-1,19,0.7160840532521273,0.0028927792151385,-0.0018309353810828,0.0255862344742258,-0.1042779834267263,-0.1054060238947863,-0.0824881354152736,0.1176937349305032,0.11645514999342,0.0182442689298078,-0.0148228266484245,-0.1482418792448967,16
P021,A045,3,Task 3,lab,-0.2691176470588235,-0.8544117647058824,-1.5661764705882353,-0.8965686274509803,0.375,-0.2607843137254901,2,-2,1,1,0,0,-1,2,20,0.561745152818461,-0.0907508565097544,-0.0820275525953478,-0.0567363804500217,-0.0901228088781357,-0.0778446823509851,-0.0684123466206782,-0.029951956684668,0.0635207509468116,-0.0712026413719824,0.0869416292183527,-0.0957901990988477,-1
P022,A046,3,Task 3,lab,-0.3426470588235293,0.551470588235294,-0.8749999999999997,-0.2220588235294115,0.125,-0.0485294117647058,-1,-1,1,-1,2,0,-1,2,21,-0.2370157996649573,0.0609208192230884,0.0738807393077288,-0.0773667293225738,-0.1080536077946745,0.0007629194912767,-0.0007894863725257,-0.1111144981914615,0.1437510657570322,-0.1321218390343565,0.1192488873652016,-0.1135001905349905,-1
P023,A173,5,Task 5,online,0.4627941176470588,0.1864705882352941,-0.9033823529411764,-0.0847058823529411,1.75,0.8326470588235294,2,3,1,3,2,3,-1,1,22,-0.1005629048704184,-0.0766083483498491,-0.0679241991286981,-0.1003108955179201,-0.1036134385767503,-0.1492834401423003,-0.0971828719442853,-0.0464206590599032,-0.1274244665570276,-0.0240273972938312,0.0125139171513277,-0.0738882972098091,26
