4_1_n_affect_daily,4_2_f_affect_daily,4_nf_daily,aq_score,experiment,plot_4_1_n_affect_daily_x,plot_4_1_n_affect_daily_aq,plot_4_2_f_affect_daily_x,plot_4_2_f_affect_daily_aq
-0.5,0.5,1.5,25,4,-0.5368041847981379,24.74905354064359,0.40418335350779905,24.690737904119967
1.5,2.0,1.875,32,4,1.528002823299109,32.109620922928634,2.0916572933935424,32.161106905562946
1.5,1.5,-0.25,13,4,1.423725877951302,12.762909145053417,1.566410552795283,12.979792958121044
0.0,2.0,-0.125,23,4,0.09587370082646388,22.7341267104404,1.9192379663875703,23.144439699263586
1.0,-1.0,0.5,13,4,0.9365654936523076,13.105021153953391,-0.9800774250768848,13.113809320852678
1.5,0.0,0.625,21,4,1.5489954969817021,20.762544048859645,-7.079616391682475e-05,21.216125479879466
2.5,2.5,-1.75,18,4,2.5583541335650812,18.00141797102776,2.474108341890381,17.699582199386032
2.5,1.5,-0.875,25,4,2.4622140130084675,24.80109558744573,1.418318588181232,24.994901737409677
2.0,2.0,-0.875,21,4,1.9123964685187524,20.794564249565312,1.9978286760491408,21.109241295091714
2.0,2.0,-2.125,17,4,2.0632426912661144,16.87456488225175,2.0384845292373033,17.2293104724409
0.5,1.0,2.125,19,4,0.5936284417835146,18.747912362899125,0.9034375983584505,18.728325139090153
1.5,1.0,-2.0,20,4,1.5115853243376776,20.01998311003702,0.9079372880555094,20.269541186255427
-1.0,0.5,-0.125,33,4,-1.0606061164212346,33.082088925157336,0.565659615507363,32.854737400267275
1.5,1.0,0.25,11,4,1.4289380782200423,11.263789078785413,0.9346121746501965,10.75122905591345
1.0,0.0,-0.375,21,4,1.0215126500963736,20.73419346505012,-0.006129237238974629,20.711443794334517
1.5,2.0,2.25,18,4,1.5673600125790903,17.863962644032362,1.9946343789675005,18.24165186426431
0.0,2.0,0.625,19,4,-0.06775118739339155,19.090589517616518,2.0704075395322956,18.89624682482508
1.0,-2.0,1.375,34,4,0.9810267557048149,33.792225359825885,-1.9499734562092652,33.95857472392205
1.0,1.0,-0.5,20,4,0.9341005003501586,20.12458868860645,1.0142838548125381,19.952471272722832
0.5,0.0,0.25,10,4,0.4243131575746029,9.996979554674926,0.015510436456049525,9.910605221840589
2.0,2.0,1.0,37,4,1.9367803903794454,37.2268035788482,1.979635341741099,36.851587882510636
1.5,1.0,-0.5,5,4,1.450868544932922,5.002841113543653,1.0492984945228638,4.8331931014694005
1.5,-0.5,1.5,31,4,1.4252559495265273,30.743683080588433,-0.42913302811583576,30.75583049356215
2.5,1.5,-0.75,7,4,2.4439042791428056,6.948730704604726,1.4046338913366643,7.308934574310909
0.5,1.0,-1.0,11,4,0.42703183079301965,10.937770456819054,0.9415505120714776,10.80001770916865
2.0,0.0,1.375,18,4,1.955669966549195,18.07486400858376,0.016589600090605866,17.71866603921682
0.0,0.0,2.125,13,4,-0.04636376476890734,13.058317961723086,0.03630212171111003,13.0761007031838
3.0,3.0,0.875,20,4,2.947567408404683,19.855217329477046,2.9871991935696736,19.917446700622463
1.0,2.0,2.0,27,4,0.9540000362279294,26.77381336811411,2.0834405970896523,27.148314582643003
1.0,1.5,1.5,18,4,0.9099809745478795,17.693930052483317,1.449045546621766,18.182927263059796
0.0,0.0,0.75,30,4,-0.0727861215963994,30.033177098743327,0.029835339680511823,29.93012689645305
-0.5,2.5,2.625,21,4,-0.5887485260276009,20.898302087366066,2.447756034594081,20.811707702615443
0.5,0.5,0.375,39,4,0.4779538565503936,38.70565243446781,0.5579688156129657,38.69292716036954
2.0,2.0,-0.25,18,4,1.9462457576727388,18.2006622232414,1.946885494051786,18.16667084220415
2.0,1.0,1.0,14,4,1.933087510105561,14.18382731520115,0.9945070350753595,13.97610108054886
1.0,-1.0,-0.375,25,4,1.0936857574398582,24.69620187666254,-0.9440120407563681,24.898983955095872
0.5,0.5,-0.625,38,4,0.4941764736882,37.99170568207093,0.5473809212685377,38.097637687801594
-1.0,0.0,1.0,22,4,-0.8963288264027186,21.912413581669345,0.0628545845996286,21.777988297101917
0.0,1.0,0.125,18,4,-0.03044995655893634,18.094723456119695,1.0771686587126859,17.894871559136444
0.0,0.0,1.5,5,4,-0.10232247924756849,4.7103643898746785,-0.016334268328994234,5.025695694967481
2.0,0.5,1.125,38,4,2.0989076475482777,37.705512638079234,0.49391413087188935,37.83280535608504
1.0,1.0,0.875,10,4,0.9333307214619521,10.204207482080568,0.9465712028930143,9.730622417107375
1.5,0.5,1.0,16,4,1.455861388722017,16.06357978806141,0.4771181182085525,15.952787472125
1.5,2.0,0.5,12,4,1.4020611515002557,11.937138034690243,1.9188920025203302,12.162358780525228
1.0,1.0,0.0,16,4,1.0470337168462256,16.081845167460145,0.9589917362161889,15.877664354678277
0.0,0.0,2.5,26,4,0.04428102489868818,26.028898626703825,0.0128050471624131,26.30256382409893
-0.5,1.0,2.0,21,4,-0.50142112833975,21.265388745316702,1.0914403800099253,21.316862367257176
2.0,2.0,-0.625,12,4,1.896336928223758,12.12752697188016,1.9558150122888736,12.007951925915332
-2.5,-1.5,0.125,14,4,-2.5361987934587065,13.850586279109445,-1.4684531063738628,13.866844209803885
0.5,1.5,0.0,16,4,0.4550237607927055,16.08035591801192,1.5524808847245968,15.693331046124129
